"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 20일","3.580","3.620","3.755","3.370","5.19M","1.42%"
"2022년 05월 19일","3.530","3.450","3.590","3.385","7.34M","0.71%"
"2022년 05월 18일","3.505","3.830","3.900","3.490","4.59M","-11.27%"
"2022년 05월 17일","3.950","3.960","3.997","3.850","6.44M","3.40%"
"2022년 05월 16일","3.820","3.850","3.945","3.725","4.19M","-0.26%"
"2022년 05월 13일","3.830","3.920","4.000","3.775","7.35M","-0.26%"
"2022년 05월 12일","3.840","3.490","3.860","3.460","5.03M","8.47%"
"2022년 05월 11일","3.540","3.930","4.000","3.515","7.49M","-10.83%"
"2022년 05월 10일","3.970","4.070","4.380","3.820","8.21M","-0.50%"
"2022년 05월 09일","3.990","4.510","4.540","3.870","5.05M","-13.82%"
"2022년 05월 06일","4.630","4.510","4.740","4.330","4.22M","-4.54%"
"2022년 05월 05일","4.850","5.060","5.090","4.770","2.91M","-6.01%"
"2022년 05월 04일","5.160","5.060","5.185","4.790","2.81M","2.18%"
"2022년 05월 03일","5.050","5.055","5.190","4.950","3.03M","-0.59%"
"2022년 05월 02일","5.080","4.830","5.095","4.830","2.48M","5.18%"
"2022년 04월 29일","4.830","4.890","5.080","4.820","2.04M","-1.23%"
"2022년 04월 28일","4.890","4.850","4.890","4.550","2.05M","1.66%"
"2022년 04월 27일","4.810","4.870","4.980","4.740","3.30M","-1.23%"
"2022년 04월 26일","4.870","5.140","5.200","4.830","3.80M","-5.98%"
"2022년 04월 25일","5.180","5.000","5.185","4.980","1.97M","3.39%"
"2022년 04월 22일","5.010","5.040","5.170","4.960","2.85M","-0.60%"
