"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","65.37","64.52","65.41","64.29","66.32K","1.32%"
"2022년 05월 26일","64.52","64.82","65.01","64.09","83.13K","0.22%"
"2022년 05월 25일","64.38","63.66","64.47","63.29","186.15K","1.12%"
"2022년 05월 24일","63.67","63.54","63.75","61.83","179.45K","0.52%"
"2022년 05월 23일","63.34","63.94","64.25","62.95","92.96K","0.13%"
"2022년 05월 20일","63.26","63.34","63.59","62.06","160.22K","0.52%"
"2022년 05월 19일","62.93","63.95","64.20","62.13","249.82K","-2.08%"
"2022년 05월 18일","64.27","63.96","66.72","63.86","192.08K","0.99%"
"2022년 05월 17일","63.64","63.00","63.96","62.30","106.12K","1.55%"
"2022년 05월 16일","62.67","62.52","62.99","62.31","104.67K","0.18%"
"2022년 05월 13일","62.56","61.74","63.10","61.22","146.05K","1.57%"
"2022년 05월 12일","61.59","62.44","62.65","60.24","162.25K","-1.58%"
"2022년 05월 11일","62.58","62.54","63.59","62.23","165.62K","0.45%"
"2022년 05월 10일","62.30","63.32","64.26","61.56","146.14K","-1.36%"
"2022년 05월 09일","63.16","62.03","63.56","61.66","149.50K","1.35%"
"2022년 05월 06일","62.32","62.72","63.04","61.38","139.03K","-0.43%"
"2022년 05월 05일","62.59","63.24","63.36","61.88","136.45K","-1.25%"
"2022년 05월 04일","63.38","60.98","63.76","60.98","140.89K","4.09%"
"2022년 05월 03일","60.89","60.84","62.17","60.13","194.38K","3.45%"
"2022년 05월 02일","58.86","58.16","59.47","57.59","280.82K","1.55%"
"2022년 04월 29일","57.96","59.61","59.61","57.76","157.50K","-3.13%"
