"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","29.23","28.19","29.41","27.26","475.06K","2.24%"
"2022년 05월 26일","28.59","26.63","29.39","26.19","601.22K","10.26%"
"2022년 05월 25일","25.93","26.35","26.64","25.11","437.01K","2.98%"
"2022년 05월 24일","25.18","25.37","25.74","24.70","419.11K","-3.30%"
"2022년 05월 23일","26.04","25.30","26.29","25.03","300.75K","3.21%"
"2022년 05월 20일","25.23","25.55","25.94","24.50","377.22K","0.08%"
"2022년 05월 19일","25.21","23.86","26.14","23.66","439.35K","4.09%"
"2022년 05월 18일","24.22","24.80","24.99","23.85","339.45K","-4.19%"
"2022년 05월 17일","25.28","24.13","25.28","24.00","148.66K","8.54%"
"2022년 05월 16일","23.29","23.44","23.86","23.00","203.20K","-0.72%"
"2022년 05월 13일","23.46","23.21","23.81","23.01","211.25K","3.48%"
"2022년 05월 12일","22.67","22.11","22.90","22.00","357.36K","0.62%"
"2022년 05월 11일","22.53","22.44","23.56","21.78","478.77K","0.13%"
"2022년 05월 10일","22.50","23.15","23.65","21.36","422.84K","0.09%"
"2022년 05월 09일","22.48","22.41","23.59","22.20","556.04K","-2.64%"
"2022년 05월 06일","23.09","23.57","23.76","22.04","428.58K","-3.15%"
"2022년 05월 05일","23.84","25.36","25.74","23.76","508.35K","-8.10%"
"2022년 05월 04일","25.94","25.43","25.99","24.48","389.53K","0.66%"
"2022년 05월 03일","25.77","26.02","26.02","24.85","210.84K","-0.88%"
"2022년 05월 02일","26.00","25.08","26.09","24.59","267.53K","2.08%"
"2022년 04월 29일","25.47","25.67","26.37","25.36","221.04K","-0.78%"
