"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","2.180","2.200","2.220","2.170","3.25K","-0.46%"
"2022년 05월 26일","2.190","2.140","2.190","2.140","7.03K","3.30%"
"2022년 05월 25일","2.120","2.030","2.130","2.000","4.20K","5.47%"
"2022년 05월 24일","2.010","2.100","2.100","2.000","7.86K","-2.43%"
"2022년 05월 23일","2.060","2.178","2.178","2.060","0.66K","-0.24%"
"2022년 05월 20일","2.065","2.070","2.135","2.060","2.60K","-2.13%"
"2022년 05월 19일","2.110","2.140","2.170","2.080","6.25K","-1.40%"
"2022년 05월 18일","2.140","2.150","2.170","2.110","4.16K","0.47%"
"2022년 05월 17일","2.130","2.110","2.160","2.100","2.79K","2.90%"
"2022년 05월 16일","2.070","2.060","2.090","2.060","2.85K","-0.48%"
"2022년 05월 13일","2.080","2.063","2.110","2.060","4.70K","0.97%"
"2022년 05월 12일","2.060","2.070","2.070","2.020","3.07K","-0.48%"
"2022년 05월 11일","2.070","2.100","2.120","2.060","1.46K","-1.55%"
"2022년 05월 10일","2.102","2.200","2.200","2.100","6.91K","-4.43%"
"2022년 05월 09일","2.200","2.120","2.200","2.120","40.92K","2.33%"
"2022년 05월 06일","2.150","2.200","2.200","2.150","3.72K","-3.59%"
"2022년 05월 05일","2.230","2.240","2.260","2.190","5.85K","-1.33%"
"2022년 05월 04일","2.260","2.230","2.260","2.220","4.28K","1.35%"
"2022년 05월 03일","2.230","2.240","2.250","2.230","2.68K","-0.45%"
"2022년 05월 02일","2.240","2.300","2.310","2.240","8.40K","-2.18%"
