"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 20일","247.50","244.06","247.66","242.96","3.86M","1.12%"
"2022년 05월 19일","244.77","242.35","245.86","241.86","2.41M","0.33%"
"2022년 05월 18일","243.96","246.49","247.29","243.00","3.37M","-0.57%"
"2022년 05월 17일","245.35","245.14","246.21","239.26","2.34M","0.61%"
"2022년 05월 16일","243.87","241.24","245.11","241.16","2.40M","0.19%"
"2022년 05월 13일","243.40","244.64","245.00","241.29","2.63M","-0.54%"
"2022년 05월 12일","244.72","240.06","244.84","239.05","3.71M","1.70%"
"2022년 05월 11일","240.64","240.36","243.38","239.21","3.41M","-0.03%"
"2022년 05월 10일","240.71","242.21","244.40","240.46","4.23M","0.61%"
"2022년 05월 09일","239.24","236.58","242.77","234.54","4.38M","1.16%"
"2022년 05월 06일","236.50","231.76","237.46","231.75","4.68M","0.92%"
"2022년 05월 05일","234.35","235.50","238.84","232.24","3.36M","-0.74%"
"2022년 05월 04일","236.10","232.57","237.11","231.40","2.49M","1.68%"
"2022년 05월 03일","232.19","233.75","234.19","229.60","2.44M","0.55%"
"2022년 05월 02일","230.92","233.37","234.05","227.32","4.15M","-0.97%"
"2022년 04월 29일","233.19","236.50","240.48","232.74","4.03M","-2.07%"
"2022년 04월 28일","238.13","235.73","242.91","231.15","6.61M","-4.28%"
"2022년 04월 27일","248.79","249.04","252.02","246.44","2.97M","-0.43%"
"2022년 04월 26일","249.87","250.30","253.00","249.72","3.31M","-0.91%"
"2022년 04월 25일","252.17","251.01","252.65","247.91","2.27M","0.73%"
"2022년 04월 22일","250.35","254.10","255.90","250.06","2.62M","-2.00%"
