"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 20일","399.09","401.39","406.24","385.62","3.43M","1.19%"
"2022년 05월 19일","394.38","399.01","403.04","391.57","2.80M","-0.88%"
"2022년 05월 18일","397.88","404.38","411.66","396.11","2.91M","-2.87%"
"2022년 05월 17일","409.65","413.08","416.72","403.54","2.55M","1.69%"
"2022년 05월 16일","402.86","399.74","407.17","396.60","2.64M","-0.64%"
"2022년 05월 13일","405.45","396.47","408.97","393.94","3.35M","4.37%"
"2022년 05월 12일","388.49","373.40","390.13","370.27","4.03M","2.41%"
"2022년 05월 11일","379.33","389.99","409.99","377.81","3.82M","-3.49%"
"2022년 05월 10일","393.03","385.72","400.83","374.78","5.33M","4.28%"
"2022년 05월 09일","376.91","381.95","389.63","374.86","4.32M","-3.61%"
"2022년 05월 06일","391.01","395.00","401.26","382.82","3.52M","-2.37%"
"2022년 05월 05일","400.51","415.55","417.99","395.71","3.51M","-5.40%"
"2022년 05월 04일","423.35","407.29","424.23","395.05","3.30M","3.87%"
"2022년 05월 03일","407.58","406.59","413.93","403.50","2.19M","0.07%"
"2022년 05월 02일","407.29","397.13","407.98","394.04","3.00M","2.86%"
"2022년 04월 29일","395.95","407.47","413.00","394.64","3.03M","-3.55%"
"2022년 04월 28일","410.53","405.97","414.27","398.56","2.57M","3.17%"
"2022년 04월 27일","397.90","401.44","412.46","396.81","3.08M","-0.31%"
"2022년 04월 26일","399.12","410.17","411.61","397.46","2.82M","-3.58%"
"2022년 04월 25일","413.95","405.70","414.08","401.67","3.37M","1.29%"
"2022년 04월 22일","408.67","420.71","424.33","408.02","3.19M","-2.11%"
