"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","66.10","67.22","68.32","65.64","247.43K","-1.03%"
"2022년 05월 26일","66.79","66.46","67.54","65.54","93.39K","1.67%"
"2022년 05월 25일","65.69","64.31","66.08","64.31","89.04K","2.13%"
"2022년 05월 24일","64.32","64.25","64.56","63.39","106.17K","-1.29%"
"2022년 05월 23일","65.16","66.67","66.67","64.56","125.33K","-0.52%"
"2022년 05월 20일","65.50","68.18","68.63","63.42","141.35K","-1.84%"
"2022년 05월 19일","66.73","65.72","67.90","65.05","250.68K","0.88%"
"2022년 05월 18일","66.15","66.22","68.04","65.63","206.16K","-2.43%"
"2022년 05월 17일","67.80","65.52","68.08","64.84","168.47K","6.32%"
"2022년 05월 16일","63.77","64.95","65.98","63.63","119.26K","-2.92%"
"2022년 05월 13일","65.69","64.36","66.30","62.87","126.46K","4.06%"
"2022년 05월 12일","63.13","61.22","63.88","60.89","172.13K","2.12%"
"2022년 05월 11일","61.82","63.69","64.74","61.59","103.14K","-2.45%"
"2022년 05월 10일","63.37","65.77","66.02","62.09","120.18K","-1.95%"
"2022년 05월 09일","64.63","65.97","67.61","63.85","219.98K","-3.92%"
"2022년 05월 06일","67.27","68.46","68.75","66.23","176.00K","-1.15%"
"2022년 05월 05일","68.05","69.23","69.73","65.91","261.96K","-4.98%"
"2022년 05월 04일","71.62","67.24","71.99","67.17","174.64K","4.08%"
"2022년 05월 03일","68.81","68.70","69.25","67.71","111.66K","-0.03%"
"2022년 05월 02일","68.83","67.19","68.87","66.72","150.80K","2.09%"
"2022년 04월 29일","67.42","68.00","68.92","66.92","147.33K","-0.75%"
