"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 20일","169.81","168.60","170.29","164.21","6.28M","1.31%"
"2022년 05월 19일","167.62","169.86","170.74","167.16","5.40M","-1.57%"
"2022년 05월 18일","170.30","173.40","174.91","169.68","5.70M","-2.67%"
"2022년 05월 17일","174.98","172.10","175.11","171.32","5.79M","3.85%"
"2022년 05월 16일","168.50","168.07","170.14","166.83","3.64M","-0.73%"
"2022년 05월 13일","169.74","168.41","170.68","167.58","5.27M","2.31%"
"2022년 05월 12일","165.90","163.89","166.45","162.67","5.89M","0.73%"
"2022년 05월 11일","164.69","166.73","170.34","164.24","5.87M","-2.11%"
"2022년 05월 10일","168.24","168.38","170.84","166.30","7.01M","2.00%"
"2022년 05월 09일","164.94","166.11","168.46","164.10","7.93M","-1.50%"
"2022년 05월 06일","167.45","167.84","170.08","165.74","5.72M","-1.66%"
"2022년 05월 05일","170.28","174.40","174.98","168.65","7.74M","-3.38%"
"2022년 05월 04일","176.23","173.18","176.87","167.33","10.29M","2.14%"
"2022년 05월 03일","172.54","173.29","174.79","172.16","5.39M","-0.84%"
"2022년 05월 02일","174.00","170.55","174.12","168.08","5.81M","2.20%"
"2022년 04월 29일","170.25","174.04","176.03","169.93","6.70M","-3.18%"
"2022년 04월 28일","175.85","170.06","176.88","169.99","8.23M","3.81%"
"2022년 04월 27일","169.39","160.55","171.92","160.50","12.56M","0.56%"
"2022년 04월 26일","168.44","171.61","172.49","168.44","9.15M","-3.15%"
"2022년 04월 25일","173.91","173.06","175.17","171.67","8.29M","0.35%"
"2022년 04월 22일","173.31","177.31","177.63","172.93","6.36M","-2.21%"
