"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","88.01","85.01","88.24","84.77","586.86K","3.57%"
"2022년 05월 26일","84.98","82.43","86.10","82.29","675.07K","2.32%"
"2022년 05월 25일","83.05","78.03","84.00","77.32","915.98K","6.65%"
"2022년 05월 24일","77.87","76.70","78.06","75.27","484.84K","0.13%"
"2022년 05월 23일","77.77","77.77","78.63","75.18","486.25K","1.00%"
"2022년 05월 20일","77.00","78.36","78.42","74.46","495.38K","-0.48%"
"2022년 05월 19일","77.37","76.20","77.88","75.75","561.96K","1.24%"
"2022년 05월 18일","76.42","80.10","80.10","75.51","640.47K","-5.71%"
"2022년 05월 17일","81.05","83.16","83.23","80.49","291.17K","-0.69%"
"2022년 05월 16일","81.61","81.27","81.96","79.58","651.35K","-0.06%"
"2022년 05월 13일","81.66","80.32","83.02","80.32","409.48K","1.87%"
"2022년 05월 12일","80.16","80.74","83.24","78.56","549.28K","-2.02%"
"2022년 05월 11일","81.81","85.38","85.38","81.61","967.90K","-4.94%"
"2022년 05월 10일","86.06","84.36","86.45","82.04","804.17K","3.02%"
"2022년 05월 09일","83.54","85.47","86.06","83.08","751.25K","-4.37%"
"2022년 05월 06일","87.36","88.51","89.95","86.37","866.40K","-2.98%"
"2022년 05월 05일","90.04","97.01","97.84","88.31","1.03M","-2.94%"
"2022년 05월 04일","92.77","90.55","93.08","88.03","935.19K","3.33%"
"2022년 05월 03일","89.78","91.59","92.02","88.40","612.09K","-2.39%"
"2022년 05월 02일","91.98","91.60","92.73","89.78","491.35K","1.02%"
"2022년 04월 29일","91.05","90.73","93.14","90.26","642.93K","-1.08%"
