"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 20일","0.994","0.975","1.000","0.904","1.86M","2.43%"
"2022년 05월 19일","0.970","0.972","1.020","0.955","2.51M","0.00%"
"2022년 05월 18일","0.970","1.040","1.060","0.950","3.16M","-9.36%"
"2022년 05월 17일","1.070","1.070","1.100","1.030","2.17M","2.88%"
"2022년 05월 16일","1.040","1.080","1.130","1.030","1.10M","-3.70%"
"2022년 05월 13일","1.080","1.090","1.140","1.035","2.37M","0.93%"
"2022년 05월 12일","1.070","1.000","1.100","0.961","3.18M","7.46%"
"2022년 05월 11일","0.996","1.160","1.195","0.996","3.29M","-18.39%"
"2022년 05월 10일","1.220","1.140","1.250","1.110","3.72M","15.09%"
"2022년 05월 09일","1.060","1.140","1.160","1.060","2.88M","-12.03%"
"2022년 05월 06일","1.205","1.240","1.240","1.200","2.02M","-2.82%"
"2022년 05월 05일","1.240","1.300","1.330","1.210","2.01M","-8.15%"
"2022년 05월 04일","1.350","1.290","1.370","1.230","1.88M","3.05%"
"2022년 05월 03일","1.310","1.310","1.350","1.250","1.60M","-2.24%"
"2022년 05월 02일","1.340","1.250","1.340","1.230","2.49M","7.20%"
"2022년 04월 29일","1.250","1.300","1.380","1.250","1.67M","-6.02%"
"2022년 04월 28일","1.330","1.340","1.345","1.220","2.01M","3.10%"
"2022년 04월 27일","1.290","1.300","1.350","1.280","1.64M","0.00%"
"2022년 04월 26일","1.290","1.350","1.440","1.280","2.26M","-9.15%"
"2022년 04월 25일","1.420","1.300","1.420","1.300","1.37M","5.19%"
"2022년 04월 22일","1.350","1.390","1.425","1.342","1.70M","-1.46%"
