"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","280.00","271.28","280.40","269.47","2.52M","0.00%"
"2022년 05월 26일","279.99","278.68","282.10","276.23","2.69M","0.77%"
"2022년 05월 25일","277.86","274.42","278.72","272.10","1.75M","2.44%"
"2022년 05월 24일","271.25","269.36","273.35","264.18","1.83M","-0.28%"
"2022년 05월 23일","272.00","270.00","273.64","266.03","1.81M","2.07%"
"2022년 05월 20일","266.48","267.77","271.50","261.64","1.66M","0.40%"
"2022년 05월 19일","265.42","263.70","270.20","256.90","3.16M","-2.09%"
"2022년 05월 18일","271.08","279.00","279.98","266.33","2.48M","-1.97%"
"2022년 05월 17일","276.53","273.25","278.59","271.50","2.05M","2.88%"
"2022년 05월 16일","268.78","264.23","271.01","264.22","1.88M","2.63%"
"2022년 05월 13일","261.89","256.77","263.18","256.77","2.36M","3.92%"
"2022년 05월 12일","252.00","248.49","252.34","241.95","2.19M","0.91%"
"2022년 05월 11일","249.73","253.75","261.37","249.24","2.28M","-0.32%"
"2022년 05월 10일","250.54","248.83","257.90","244.77","2.88M","2.52%"
"2022년 05월 09일","244.39","264.16","265.81","243.64","3.56M","-9.55%"
"2022년 05월 06일","270.18","264.37","272.47","259.92","4.26M","5.34%"
"2022년 05월 05일","256.48","256.94","259.86","249.73","3.16M","1.46%"
"2022년 05월 04일","252.78","249.27","253.56","242.74","2.25M","3.73%"
"2022년 05월 03일","243.70","236.62","244.01","235.65","1.99M","3.33%"
"2022년 05월 02일","235.84","228.99","236.00","228.04","2.14M","1.45%"
