"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","308.46","303.54","308.50","301.60","3.90M","1.87%"
"2022년 05월 26일","302.81","297.32","305.63","297.00","4.17M","3.15%"
"2022년 05월 25일","293.57","285.81","295.49","285.66","4.61M","1.96%"
"2022년 05월 24일","287.92","284.00","289.32","280.65","4.24M","0.66%"
"2022년 05월 23일","286.03","289.09","290.34","280.32","4.19M","-0.40%"
"2022년 05월 20일","287.19","289.82","290.50","279.59","5.62M","-0.20%"
"2022년 05월 19일","287.76","285.50","292.50","284.96","5.21M","0.90%"
"2022년 05월 18일","285.18","293.00","295.44","281.18","7.76M","-5.24%"
"2022년 05월 17일","300.95","306.50","310.94","290.90","12.35M","1.68%"
"2022년 05월 16일","295.99","294.08","299.57","289.79","4.25M","-0.01%"
"2022년 05월 13일","296.03","289.95","299.42","288.45","3.93M","2.19%"
"2022년 05월 12일","289.69","281.57","293.18","280.63","4.41M","2.38%"
"2022년 05월 11일","282.96","291.45","293.33","282.57","3.85M","-2.82%"
"2022년 05월 10일","291.16","298.46","301.07","287.66","4.38M","-1.98%"
"2022년 05월 09일","297.03","290.28","300.74","288.50","5.24M","0.92%"
"2022년 05월 06일","294.31","296.30","296.75","289.41","4.33M","-1.60%"
"2022년 05월 05일","299.11","311.00","311.36","293.71","4.96M","-5.14%"
"2022년 05월 04일","315.31","304.08","315.75","302.93","4.00M","3.39%"
"2022년 05월 03일","304.96","305.69","309.00","303.02","3.33M","-0.65%"
"2022년 05월 02일","306.97","301.99","308.79","299.91","4.14M","2.19%"
