"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 20일","18.61","19.60","19.86","18.18","10.54M","-4.32%"
"2022년 05월 19일","19.45","19.63","20.10","19.41","10.53M","-1.62%"
"2022년 05월 18일","19.77","20.60","20.94","19.63","10.30M","-4.58%"
"2022년 05월 17일","20.72","20.45","20.81","20.41","8.39M","2.68%"
"2022년 05월 16일","20.18","19.91","20.33","19.72","7.42M","1.41%"
"2022년 05월 13일","19.90","19.39","19.98","19.29","5.42M","3.65%"
"2022년 05월 12일","19.20","19.10","19.34","18.61","9.64M","-0.47%"
"2022년 05월 11일","19.29","19.57","20.08","19.18","8.91M","-1.08%"
"2022년 05월 10일","19.50","19.36","19.93","19.11","11.04M","2.04%"
"2022년 05월 09일","19.11","19.90","19.99","19.01","12.38M","-5.58%"
"2022년 05월 06일","20.24","19.72","20.45","19.51","10.39M","2.48%"
"2022년 05월 05일","19.75","20.90","21.63","19.57","15.25M","-1.89%"
"2022년 05월 04일","20.13","19.95","20.27","19.38","9.40M","1.26%"
"2022년 05월 03일","19.88","20.22","20.39","19.39","8.05M","-1.24%"
"2022년 05월 02일","20.13","20.43","20.55","19.66","7.23M","-1.08%"
"2022년 04월 29일","20.35","21.03","21.24","20.33","7.71M","-4.19%"
"2022년 04월 28일","21.24","21.01","21.44","20.38","9.10M","0.85%"
"2022년 04월 27일","21.06","20.33","21.30","20.28","13.26M","3.13%"
"2022년 04월 26일","20.42","20.89","21.10","20.41","8.13M","-2.44%"
"2022년 04월 25일","20.93","20.27","20.98","20.23","10.80M","1.80%"
"2022년 04월 22일","20.56","20.53","20.83","20.48","8.64M","-0.39%"
