"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","36.10","35.12","36.91","35.12","8.14K","1.89%"
"2022년 05월 26일","35.43","35.64","36.95","34.82","8.37K","1.72%"
"2022년 05월 25일","34.83","34.88","34.88","34.83","1.49K","0.96%"
"2022년 05월 24일","34.50","35.40","35.40","34.50","2.06K","-2.65%"
"2022년 05월 23일","35.44","36.24","38.39","35.30","13.93K","-1.77%"
"2022년 05월 20일","36.08","37.54","37.56","36.08","8.76K","-2.91%"
"2022년 05월 19일","37.16","32.50","37.85","32.50","27.18K","4.44%"
"2022년 05월 18일","35.58","35.55","36.77","35.55","5.13K","-1.85%"
"2022년 05월 17일","36.25","35.26","36.71","35.00","11.61K","3.57%"
"2022년 05월 16일","35.00","33.38","35.69","32.50","27.74K","4.17%"
"2022년 05월 13일","33.60","33.50","35.70","32.70","34.92K","4.35%"
"2022년 05월 12일","32.20","32.81","33.75","31.64","19.07K","-3.59%"
"2022년 05월 11일","33.40","38.76","38.76","33.00","20.76K","-15.61%"
"2022년 05월 10일","39.58","38.95","40.79","38.50","10.71K","-2.51%"
"2022년 05월 09일","40.60","39.50","40.81","38.00","13.78K","1.75%"
"2022년 05월 06일","39.90","40.99","41.00","39.90","2.56K","-1.82%"
"2022년 05월 05일","40.64","41.61","41.85","39.70","6.49K","-3.95%"
"2022년 05월 04일","42.31","39.80","42.31","39.80","8.99K","3.45%"
"2022년 05월 03일","40.90","41.00","41.00","37.60","1.96K","2.05%"
"2022년 05월 02일","40.08","37.82","40.08","37.82","6.51K","4.92%"
"2022년 04월 29일","38.20","39.30","39.97","38.00","15.69K","-2.30%"
