"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","83.55","82.77","83.62","82.59","96.97K","1.25%"
"2022년 05월 26일","82.52","81.51","82.77","81.51","144.53K","1.96%"
"2022년 05월 25일","80.93","80.28","81.87","79.82","157.33K","0.78%"
"2022년 05월 24일","80.30","81.30","81.48","79.29","177.01K","-1.23%"
"2022년 05월 23일","81.30","80.73","81.94","80.11","181.88K","1.93%"
"2022년 05월 20일","79.76","78.77","79.76","77.69","246.37K","1.50%"
"2022년 05월 19일","78.58","78.40","80.00","78.32","288.31K","-0.64%"
"2022년 05월 18일","79.09","78.15","79.59","78.15","312.21K","-0.18%"
"2022년 05월 17일","79.23","77.63","79.54","77.33","150.39K","3.79%"
"2022년 05월 16일","76.34","77.43","77.43","75.78","154.35K","-0.61%"
"2022년 05월 13일","76.81","77.63","78.44","76.36","164.28K","-0.44%"
"2022년 05월 12일","77.15","76.04","77.26","75.36","205.55K","1.22%"
"2022년 05월 11일","76.22","76.92","78.35","76.13","185.27K","-0.55%"
"2022년 05월 10일","76.64","77.66","78.56","75.76","251.18K","-0.83%"
"2022년 05월 09일","77.28","76.92","78.16","76.56","194.04K","-0.37%"
"2022년 05월 06일","77.57","77.71","77.83","76.46","195.72K","-0.21%"
"2022년 05월 05일","77.73","78.91","78.98","77.02","171.07K","-2.58%"
"2022년 05월 04일","79.79","78.14","80.08","77.75","147.95K","2.45%"
"2022년 05월 03일","77.88","77.44","78.60","77.02","168.80K","0.59%"
"2022년 05월 02일","77.42","77.35","77.94","76.17","206.71K","0.34%"
"2022년 04월 29일","77.16","78.45","78.76","76.82","224.61K","-1.88%"
