"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 20일","3.88","3.94","4.07","3.70","1.68M","-0.77%"
"2022년 05월 19일","3.91","3.80","3.97","3.75","2.59M","2.89%"
"2022년 05월 18일","3.80","3.83","3.98","3.73","2.85M","-3.55%"
"2022년 05월 17일","3.94","4.03","4.04","3.84","1.96M","1.55%"
"2022년 05월 16일","3.88","3.95","4.07","3.86","2.96M","-2.76%"
"2022년 05월 13일","3.99","3.76","4.06","3.76","2.49M","6.97%"
"2022년 05월 12일","3.73","3.53","3.80","3.52","2.98M","3.90%"
"2022년 05월 11일","3.59","3.82","3.91","3.53","2.66M","-7.24%"
"2022년 05월 10일","3.87","3.79","4.03","3.64","3.51M","4.31%"
"2022년 05월 09일","3.71","4.30","4.32","3.67","5.04M","-14.71%"
"2022년 05월 06일","4.35","4.40","4.45","4.03","4.51M","-2.03%"
"2022년 05월 05일","4.44","4.61","4.61","4.33","2.21M","-4.72%"
"2022년 05월 04일","4.66","4.50","4.68","4.27","2.54M","3.33%"
"2022년 05월 03일","4.51","4.50","4.71","4.44","3.51M","0.22%"
"2022년 05월 02일","4.50","4.18","4.52","4.12","4.02M","8.96%"
"2022년 04월 29일","4.13","4.22","4.34","4.09","4.36M","-1.90%"
"2022년 04월 28일","4.21","4.29","4.29","3.87","6.37M","-1.17%"
"2022년 04월 27일","4.26","4.38","4.44","4.17","5.34M","-1.62%"
"2022년 04월 26일","4.33","4.64","4.74","4.30","3.99M","-8.26%"
"2022년 04월 25일","4.72","4.59","4.77","4.51","2.70M","3.51%"
"2022년 04월 22일","4.56","4.55","4.64","4.40","2.67M","1.33%"
