"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","17.65","16.88","18.21","16.72","89.50K","5.63%"
"2022년 05월 26일","16.71","15.30","17.17","15.30","85.60K","9.22%"
"2022년 05월 25일","15.30","14.40","15.54","14.39","54.63K","6.69%"
"2022년 05월 24일","14.34","14.36","14.47","13.81","61.53K","-1.58%"
"2022년 05월 23일","14.57","14.58","15.19","14.37","57.88K","-0.07%"
"2022년 05월 20일","14.58","15.05","15.21","13.96","72.93K","-2.08%"
"2022년 05월 19일","14.89","14.98","15.49","14.82","97.78K","-1.06%"
"2022년 05월 18일","15.05","13.91","15.55","13.85","100.20K","7.04%"
"2022년 05월 17일","14.06","13.45","14.12","13.45","69.60K","5.40%"
"2022년 05월 16일","13.34","13.12","13.89","13.12","57.41K","-2.91%"
"2022년 05월 13일","13.74","13.33","13.94","13.33","135.31K","4.73%"
"2022년 05월 12일","13.12","12.69","13.33","12.59","119.49K","2.02%"
"2022년 05월 11일","12.86","12.85","13.63","12.65","119.40K","0.23%"
"2022년 05월 10일","12.83","12.86","12.94","12.34","81.33K","2.31%"
"2022년 05월 09일","12.54","13.08","13.14","12.21","89.10K","-4.27%"
"2022년 05월 06일","13.10","12.42","13.77","12.35","172.79K","3.72%"
"2022년 05월 05일","12.63","12.64","12.70","12.05","100.30K","0.32%"
"2022년 05월 04일","12.59","12.17","12.85","12.04","115.64K","2.69%"
"2022년 05월 03일","12.26","11.74","12.35","11.62","86.47K","4.61%"
"2022년 05월 02일","11.72","11.27","11.79","11.05","106.58K","4.27%"
"2022년 04월 29일","11.24","11.61","11.82","11.20","67.16K","-3.27%"
