"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","9.400","9.400","9.400","9.400","2.01K","1.08%"
"2022년 05월 26일","9.300","9.122","9.300","9.100","1.13K","0.87%"
"2022년 05월 25일","9.220","9.240","9.240","9.220","0.66K","0.66%"
"2022년 05월 24일","9.159","9.240","9.250","9.138","0.59K","-0.06%"
"2022년 05월 23일","9.165","9.180","9.210","9.085","2.53K","1.27%"
"2022년 05월 20일","9.050","9.115","9.180","9.050","0.78K","-0.66%"
"2022년 05월 18일","9.110","9.115","9.115","9.110","0.46K","0.66%"
"2022년 05월 17일","9.050","9.220","9.220","8.975","1.65K","-1.09%"
"2022년 05월 16일","9.150","9.050","9.270","9.045","1.64K","0.88%"
"2022년 05월 13일","9.070","9.040","9.300","8.840","25.08K","-0.18%"
"2022년 05월 12일","9.086","9.050","9.086","9.050","1.66K","0.01%"
"2022년 05월 11일","9.085","9.080","9.100","9.050","7.03K","-2.14%"
"2022년 05월 10일","9.284","9.210","9.284","9.210","7.29K","2.59%"
"2022년 05월 09일","9.050","9.182","9.182","9.050","0.73K","-2.10%"
"2022년 05월 05일","9.244","9.240","9.244","9.240","2.09K","0.05%"
"2022년 05월 04일","9.240","9.240","9.240","9.240","0.35K","1.76%"
"2022년 05월 03일","9.080","9.530","9.530","9.010","14.84K","-5.52%"
"2022년 05월 02일","9.610","9.680","9.680","9.428","11.73K","5.14%"
"2022년 04월 29일","9.140","9.140","9.140","9.140","-","0.99%"
