"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","25.02","24.58","25.13","24.58","969.49K","1.58%"
"2022년 05월 26일","24.63","24.45","24.84","24.39","797.26K","0.82%"
"2022년 05월 25일","24.43","23.93","24.56","23.40","1.57M","4.40%"
"2022년 05월 24일","23.40","23.04","23.51","22.81","1.08M","0.78%"
"2022년 05월 23일","23.22","23.06","23.36","22.81","659.67K","1.13%"
"2022년 05월 20일","22.96","23.18","23.34","22.53","879.36K","0.39%"
"2022년 05월 19일","22.87","22.76","23.34","22.72","818.00K","-0.26%"
"2022년 05월 18일","22.93","23.40","23.68","22.90","1.15M","-3.29%"
"2022년 05월 17일","23.71","23.38","23.76","23.12","2.16M","2.69%"
"2022년 05월 16일","23.09","22.87","23.41","22.87","950.64K","0.39%"
"2022년 05월 13일","23.00","22.27","23.05","21.93","1.38M","4.83%"
"2022년 05월 12일","21.94","21.79","21.98","21.41","1.52M","0.00%"
"2022년 05월 11일","21.94","21.71","22.85","21.51","1.14M","0.27%"
"2022년 05월 10일","21.88","21.91","22.14","21.55","1.45M","0.14%"
"2022년 05월 09일","21.85","22.34","22.55","21.69","1.19M","-3.28%"
"2022년 05월 06일","22.59","23.16","23.29","22.49","1.00M","-3.13%"
"2022년 05월 05일","23.32","23.56","23.63","23.06","1.28M","-1.89%"
"2022년 05월 04일","23.77","23.28","23.82","23.07","1.23M","2.24%"
"2022년 05월 03일","23.25","22.87","23.52","22.87","1.02M","1.80%"
"2022년 05월 02일","22.84","22.74","23.13","22.40","1.64M","0.35%"
"2022년 04월 29일","22.76","23.51","23.72","22.72","1.44M","-3.64%"
