"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","18.45","18.54","18.61","17.82","2.75M","-1.34%"
"2022년 05월 23일","18.70","19.00","19.10","18.63","3.11M","0.70%"
"2022년 05월 20일","18.57","18.30","18.60","17.89","4.22M","3.05%"
"2022년 05월 19일","18.02","17.67","18.27","17.67","3.13M","0.22%"
"2022년 05월 18일","17.98","18.39","18.44","17.85","3.19M","-3.54%"
"2022년 05월 17일","18.64","18.16","18.70","17.94","3.79M","5.37%"
"2022년 05월 16일","17.69","17.75","17.88","17.37","3.07M","-0.84%"
"2022년 05월 13일","17.84","17.62","18.00","17.57","4.32M","3.24%"
"2022년 05월 12일","17.28","16.94","17.57","16.76","4.69M","1.41%"
"2022년 05월 11일","17.04","17.60","18.08","17.02","4.97M","-3.57%"
"2022년 05월 10일","17.67","18.08","18.15","17.26","3.81M","-0.23%"
"2022년 05월 09일","17.71","17.99","18.13","17.52","3.97M","-4.06%"
"2022년 05월 06일","18.46","18.79","18.80","18.14","3.79M","-2.07%"
"2022년 05월 05일","18.85","19.63","19.63","18.58","3.91M","-5.51%"
"2022년 05월 04일","19.95","19.16","20.00","18.95","4.99M","3.74%"
"2022년 05월 03일","19.23","18.82","19.45","18.67","4.67M","2.29%"
"2022년 05월 02일","18.80","18.36","18.84","18.19","5.20M","2.29%"
"2022년 04월 29일","18.38","19.29","19.50","18.33","3.97M","-4.77%"
"2022년 04월 28일","19.30","18.96","19.47","18.68","3.88M","3.21%"
"2022년 04월 27일","18.70","18.89","19.19","18.70","5.12M","-1.73%"
"2022년 04월 26일","19.03","19.99","20.19","19.01","6.02M","-8.47%"
"2022년 04월 25일","20.79","20.41","20.83","19.95","5.44M","0.78%"
