"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","1.450","1.400","1.460","1.380","68.01K","3.57%"
"2022년 05월 26일","1.400","1.390","1.470","1.380","58.97K","2.19%"
"2022년 05월 25일","1.370","1.370","1.400","1.350","113.75K","-2.49%"
"2022년 05월 24일","1.405","1.420","1.440","1.330","102.44K","-5.07%"
"2022년 05월 23일","1.480","1.460","1.620","1.424","320.24K","2.78%"
"2022년 05월 20일","1.440","1.490","1.493","1.430","33.52K","-3.36%"
"2022년 05월 19일","1.490","1.400","1.490","1.400","47.76K","4.93%"
"2022년 05월 18일","1.420","1.560","1.580","1.400","109.12K","-7.79%"
"2022년 05월 17일","1.540","1.570","1.630","1.474","117.81K","-0.65%"
"2022년 05월 16일","1.550","1.580","1.640","1.550","66.73K","0.65%"
"2022년 05월 13일","1.540","1.520","1.570","1.459","54.78K","7.69%"
"2022년 05월 12일","1.430","1.500","1.560","1.430","103.94K","-7.14%"
"2022년 05월 11일","1.540","1.620","1.700","1.540","107.58K","-4.94%"
"2022년 05월 10일","1.620","1.650","1.690","1.612","66.91K","-1.82%"
"2022년 05월 09일","1.650","1.580","1.750","1.580","114.28K","-1.20%"
"2022년 05월 06일","1.670","1.650","1.730","1.650","73.62K","-1.76%"
"2022년 05월 05일","1.700","1.710","1.730","1.620","57.78K","-1.73%"
"2022년 05월 04일","1.730","1.600","1.750","1.540","91.97K","8.81%"
"2022년 05월 03일","1.590","1.650","1.730","1.585","79.83K","-1.85%"
"2022년 05월 02일","1.620","1.540","1.640","1.540","27.44K","3.85%"
"2022년 04월 29일","1.560","1.550","1.640","1.510","81.61K","1.30%"
