"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","98.77","96.34","98.77","96.34","399.88K","2.92%"
"2022년 05월 26일","95.97","94.31","96.99","94.21","654.75K","1.97%"
"2022년 05월 25일","94.12","91.46","94.74","90.78","830.50K","2.87%"
"2022년 05월 24일","91.49","95.39","96.30","89.14","998.24K","-5.30%"
"2022년 05월 23일","96.61","95.62","97.61","93.49","558.26K","1.73%"
"2022년 05월 20일","94.97","96.07","96.12","93.42","906.40K","0.55%"
"2022년 05월 19일","94.45","96.29","97.50","93.62","852.32K","-3.06%"
"2022년 05월 18일","97.43","99.79","100.42","97.16","446.74K","-3.26%"
"2022년 05월 17일","100.71","99.83","100.99","98.89","516.60K","2.10%"
"2022년 05월 16일","98.64","99.25","99.62","98.21","328.63K","-0.55%"
"2022년 05월 13일","99.19","97.38","100.11","96.35","508.20K","3.19%"
"2022년 05월 12일","96.12","97.04","97.50","93.63","698.31K","-0.79%"
"2022년 05월 11일","96.89","98.07","100.20","96.83","563.45K","-0.73%"
"2022년 05월 10일","97.60","98.67","100.77","94.68","906.79K","-0.14%"
"2022년 05월 09일","97.74","102.81","103.68","97.38","909.94K","-6.33%"
"2022년 05월 06일","104.35","107.38","110.37","102.73","881.75K","-2.65%"
"2022년 05월 05일","107.19","111.09","115.18","106.76","977.34K","-2.06%"
"2022년 05월 04일","109.44","107.46","109.73","105.98","727.47K","2.22%"
"2022년 05월 03일","107.06","109.79","111.66","106.33","838.15K","-2.27%"
"2022년 05월 02일","109.55","111.02","112.36","107.53","569.19K","-0.78%"
"2022년 04월 29일","110.41","113.34","114.24","110.19","546.04K","-3.27%"
