"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","134.11","133.19","134.28","132.90","3.29M","1.03%"
"2022년 05월 26일","132.74","132.00","134.38","131.66","4.07M","0.99%"
"2022년 05월 25일","131.44","129.52","131.88","128.93","3.14M","1.72%"
"2022년 05월 24일","129.22","129.44","130.00","126.91","3.78M","-0.52%"
"2022년 05월 23일","129.89","127.35","130.10","126.62","4.11M","3.05%"
"2022년 05월 20일","126.04","127.02","127.11","123.82","4.35M","0.13%"
"2022년 05월 19일","125.88","125.53","127.32","124.13","4.24M","0.51%"
"2022년 05월 18일","125.24","127.98","128.37","124.63","3.71M","-2.63%"
"2022년 05월 17일","128.62","128.00","129.34","126.75","3.64M","1.64%"
"2022년 05월 16일","126.55","126.36","129.11","126.04","3.24M","0.17%"
"2022년 05월 13일","126.33","124.28","127.43","124.14","3.89M","1.85%"
"2022년 05월 12일","124.03","123.33","124.44","121.64","4.45M","0.61%"
"2022년 05월 11일","123.28","121.99","126.51","121.50","7.32M","0.23%"
"2022년 05월 10일","123.00","124.07","126.40","121.54","4.92M","1.04%"
"2022년 05월 09일","121.73","125.66","126.00","120.90","6.94M","-4.00%"
"2022년 05월 06일","126.80","128.26","129.49","125.08","4.70M","-2.13%"
"2022년 05월 05일","129.56","130.69","131.50","127.56","4.94M","-2.12%"
"2022년 05월 04일","132.37","126.39","132.48","125.37","5.96M","4.85%"
"2022년 05월 03일","126.25","127.27","127.54","124.61","5.32M","-0.12%"
"2022년 05월 02일","126.40","123.04","126.82","123.02","5.51M","2.65%"
