"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","116.04","117.22","117.29","113.32","1.37M","-1.43%"
"2022년 05월 23일","117.72","117.71","119.77","117.20","1.37M","1.18%"
"2022년 05월 20일","116.35","117.04","117.56","112.38","1.62M","0.26%"
"2022년 05월 19일","116.05","115.00","118.19","114.24","2.18M","-0.09%"
"2022년 05월 18일","116.15","121.13","121.27","115.79","1.50M","-5.53%"
"2022년 05월 17일","122.95","120.42","123.08","118.75","1.47M","3.81%"
"2022년 05월 16일","118.44","121.44","121.44","115.77","1.58M","-2.61%"
"2022년 05월 13일","121.61","121.16","122.99","120.22","1.48M","0.95%"
"2022년 05월 12일","120.47","118.59","121.73","117.53","1.84M","1.48%"
"2022년 05월 11일","118.71","121.82","122.34","118.51","1.87M","-2.29%"
"2022년 05월 10일","121.49","126.39","127.31","120.00","2.30M","-3.32%"
"2022년 05월 09일","125.66","119.22","127.31","119.12","1.95M","3.83%"
"2022년 05월 06일","121.03","123.80","123.80","119.56","2.28M","-2.09%"
"2022년 05월 05일","123.61","128.83","129.13","122.42","1.56M","-5.56%"
"2022년 05월 04일","130.89","126.19","131.39","124.90","2.16M","3.68%"
"2022년 05월 03일","126.24","122.71","127.70","122.36","2.76M","2.79%"
"2022년 05월 02일","122.81","119.55","124.28","118.90","3.13M","2.21%"
"2022년 04월 29일","120.15","125.71","129.49","119.85","5.29M","-5.49%"
"2022년 04월 28일","127.13","126.90","130.78","125.20","5.69M","-8.63%"
"2022년 04월 27일","139.14","138.78","140.78","137.58","2.39M","0.69%"
"2022년 04월 26일","138.18","140.46","142.08","138.08","2.67M","-2.33%"
"2022년 04월 25일","141.48","141.22","142.09","138.10","3.06M","-0.01%"
