"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","33.95","33.43","34.00","33.05","22.92K","1.98%"
"2022년 05월 26일","33.29","33.17","33.49","33.15","28.57K","0.85%"
"2022년 05월 25일","33.01","32.89","33.18","32.70","32.38K","0.92%"
"2022년 05월 24일","32.71","32.83","33.10","32.26","26.83K","-0.49%"
"2022년 05월 23일","32.87","32.49","33.27","32.49","19.26K","1.51%"
"2022년 05월 20일","32.38","32.81","32.81","32.29","29.78K","-1.34%"
"2022년 05월 19일","32.82","33.18","33.61","32.75","22.25K","-1.11%"
"2022년 05월 18일","33.19","33.71","33.97","33.04","40.77K","-1.95%"
"2022년 05월 17일","33.85","33.65","34.00","33.52","35.10K","1.04%"
"2022년 05월 16일","33.50","33.13","34.04","33.13","29.48K","0.51%"
"2022년 05월 13일","33.33","33.75","33.75","33.05","47.40K","-0.36%"
"2022년 05월 12일","33.45","34.36","34.43","33.26","42.99K","-2.99%"
"2022년 05월 11일","34.48","34.01","34.70","33.33","30.02K","1.95%"
"2022년 05월 10일","33.82","34.90","35.11","33.69","33.33K","-2.87%"
"2022년 05월 09일","34.82","34.80","35.09","34.29","39.60K","-0.37%"
"2022년 05월 06일","34.95","35.11","35.44","34.34","32.94K","-1.08%"
"2022년 05월 05일","35.33","34.81","35.33","34.49","29.74K","0.71%"
"2022년 05월 04일","35.08","35.19","35.44","34.71","47.16K","0.11%"
"2022년 05월 03일","35.04","34.82","35.18","34.51","52.77K","0.83%"
"2022년 05월 02일","34.75","34.50","34.85","34.12","39.17K","0.23%"
"2022년 04월 29일","34.67","34.50","35.06","34.29","31.71K","0.99%"
