"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","33.90","33.95","33.99","32.48","1.21M","-0.18%"
"2022년 05월 23일","33.96","33.93","34.39","33.36","1.34M","1.34%"
"2022년 05월 20일","33.51","33.80","33.88","32.81","1.60M","0.27%"
"2022년 05월 19일","33.42","33.74","34.37","33.38","1.37M","-2.22%"
"2022년 05월 18일","34.18","35.50","35.50","34.03","1.16M","-4.23%"
"2022년 05월 17일","35.69","34.98","35.80","34.76","1.32M","3.18%"
"2022년 05월 16일","34.59","34.65","34.94","34.08","1.31M","-0.14%"
"2022년 05월 13일","34.64","34.62","34.79","34.18","1.38M","1.14%"
"2022년 05월 12일","34.25","33.85","34.72","33.58","1.95M","1.27%"
"2022년 05월 11일","33.82","33.96","35.10","33.70","2.13M","0.03%"
"2022년 05월 10일","33.81","35.65","36.01","33.63","2.24M","-4.65%"
"2022년 05월 09일","35.46","35.90","36.10","35.12","3.32M","-2.23%"
"2022년 05월 06일","36.27","36.74","36.82","35.90","1.60M","-2.71%"
"2022년 05월 05일","37.28","37.88","38.02","36.69","1.41M","-2.20%"
"2022년 05월 04일","38.12","37.70","38.32","36.91","1.79M","-1.52%"
"2022년 05월 03일","38.71","38.01","39.08","37.09","1.98M","2.16%"
"2022년 05월 02일","37.89","38.74","39.14","37.00","1.70M","-2.12%"
"2022년 04월 29일","38.71","40.23","40.36","38.61","2.60M","-4.33%"
"2022년 04월 28일","40.46","39.91","40.56","39.45","681.21K","1.84%"
"2022년 04월 27일","39.73","40.85","40.85","39.71","1.22M","-2.60%"
"2022년 04월 26일","40.79","41.16","41.58","40.69","1.75M","-1.50%"
"2022년 04월 25일","41.41","40.82","41.49","40.18","1.64M","1.02%"
