"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","30.12","29.18","30.39","29.18","4.65K","1.79%"
"2022년 05월 26일","29.59","29.76","30.01","29.59","6.87K","0.67%"
"2022년 05월 25일","29.39","29.63","29.73","29.39","3.25K","1.18%"
"2022년 05월 24일","29.05","29.22","29.87","29.05","6.41K","-1.19%"
"2022년 05월 23일","29.40","29.50","29.98","28.54","13.84K","0.10%"
"2022년 05월 20일","29.37","29.08","29.90","29.08","5.91K","-0.64%"
"2022년 05월 19일","29.56","29.62","30.02","28.05","10.50K","-0.07%"
"2022년 05월 18일","29.58","29.80","30.37","29.58","6.95K","-2.70%"
"2022년 05월 17일","30.40","30.40","30.40","30.40","-","0.26%"
"2022년 05월 16일","30.32","30.24","30.50","29.79","8.47K","-1.62%"
"2022년 05월 13일","30.82","31.00","31.00","30.82","2.59K","-0.58%"
"2022년 05월 11일","31.00","31.00","31.40","30.65","4.17K","-0.58%"
"2022년 05월 10일","31.18","31.18","31.18","31.18","-","-0.38%"
"2022년 05월 09일","31.30","31.00","31.45","30.73","9.98K","-0.48%"
"2022년 05월 06일","31.45","31.67","31.67","31.00","2.74K","0.26%"
"2022년 05월 05일","31.37","31.67","31.79","31.00","5.59K","-1.54%"
"2022년 05월 04일","31.86","31.70","31.95","31.40","7.47K","-0.44%"
"2022년 05월 03일","32.00","31.72","32.25","31.59","3.50K","0.00%"
"2022년 05월 02일","32.00","32.05","32.35","31.43","29.28K","-1.30%"
