"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","7.05","6.61","7.19","6.49","161.20K","7.96%"
"2022년 05월 26일","6.53","6.63","7.07","6.22","289.78K","1.56%"
"2022년 05월 25일","6.43","6.15","6.68","5.99","208.89K","4.89%"
"2022년 05월 24일","6.13","6.16","6.21","5.85","26.39K","-0.49%"
"2022년 05월 23일","6.16","6.18","6.29","5.95","16.61K","2.16%"
"2022년 05월 20일","6.03","6.37","6.37","5.93","23.73K","-4.44%"
"2022년 05월 19일","6.31","5.93","6.50","5.89","54.44K","5.17%"
"2022년 05월 18일","6.00","6.11","6.45","5.87","74.35K","-4.76%"
"2022년 05월 17일","6.30","6.01","6.37","5.88","67.01K","8.62%"
"2022년 05월 16일","5.80","6.02","6.19","5.71","47.06K","-3.49%"
"2022년 05월 13일","6.01","5.65","6.16","5.59","201.72K","7.90%"
"2022년 05월 12일","5.57","5.00","6.30","5.00","752.60K","5.69%"
"2022년 05월 11일","5.27","5.81","5.95","5.20","53.87K","-9.45%"
"2022년 05월 10일","5.82","5.87","5.95","5.50","60.06K","3.37%"
"2022년 05월 09일","5.63","5.97","6.07","5.59","67.72K","-9.78%"
"2022년 05월 06일","6.24","6.59","6.67","6.11","36.28K","-3.11%"
"2022년 05월 05일","6.44","6.69","6.69","6.42","41.45K","-6.26%"
"2022년 05월 04일","6.87","6.50","7.00","6.41","37.66K","3.31%"
"2022년 05월 03일","6.65","6.47","6.84","6.36","116.36K","2.31%"
"2022년 05월 02일","6.50","6.50","6.69","6.34","72.13K","-0.46%"
"2022년 04월 29일","6.53","6.70","6.87","6.46","39.39K","-1.51%"
