"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","51.93","51.62","52.00","51.25","351.01K","1.27%"
"2022년 05월 26일","51.28","51.81","52.07","51.17","472.36K","-0.16%"
"2022년 05월 25일","51.36","51.26","51.67","51.03","275.99K","0.08%"
"2022년 05월 24일","51.32","51.09","51.53","50.25","417.84K","-0.10%"
"2022년 05월 23일","51.37","50.77","51.45","50.01","697.96K","1.60%"
"2022년 05월 20일","50.56","52.16","52.16","50.14","920.61K","-1.84%"
"2022년 05월 19일","51.51","52.30","52.30","51.18","1.17M","-5.52%"
"2022년 05월 18일","54.52","55.51","55.55","54.25","906.29K","-1.78%"
"2022년 05월 17일","55.51","54.98","55.53","54.71","802.88K","1.44%"
"2022년 05월 16일","54.72","54.70","54.94","54.15","822.72K","1.24%"
"2022년 05월 13일","54.05","53.52","54.49","53.19","659.19K","1.89%"
"2022년 05월 12일","53.05","53.16","53.41","52.50","631.27K","-0.77%"
"2022년 05월 11일","53.46","53.34","54.07","53.04","486.80K","0.87%"
"2022년 05월 10일","53.00","53.51","54.15","52.64","658.56K","0.76%"
"2022년 05월 09일","52.60","54.26","54.55","52.51","774.49K","-3.70%"
"2022년 05월 06일","54.62","54.00","54.99","53.66","647.33K","2.27%"
"2022년 05월 05일","53.41","54.00","54.04","52.66","323.92K","-0.65%"
"2022년 05월 04일","53.76","53.70","54.06","52.95","367.32K","0.81%"
"2022년 05월 03일","53.33","52.97","53.62","52.94","243.62K","0.81%"
"2022년 05월 02일","52.90","52.75","53.56","52.40","412.69K","0.49%"
"2022년 04월 29일","52.64","53.56","53.69","52.57","414.34K","-1.79%"
