"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 20일","0.257","0.260","0.260","0.241","668.41K","1.66%"
"2022년 05월 19일","0.253","0.250","0.257","0.233","732.80K","3.99%"
"2022년 05월 18일","0.243","0.251","0.267","0.243","941.71K","-3.07%"
"2022년 05월 17일","0.251","0.247","0.267","0.242","1.48M","3.68%"
"2022년 05월 16일","0.242","0.253","0.255","0.230","1.10M","-4.05%"
"2022년 05월 13일","0.252","0.250","0.270","0.240","2.95M","10.24%"
"2022년 05월 12일","0.229","0.225","0.260","0.210","2.67M","4.38%"
"2022년 05월 11일","0.219","0.250","0.250","0.210","1.86M","-10.58%"
"2022년 05월 10일","0.245","0.251","0.268","0.220","2.64M","-2.70%"
"2022년 05월 09일","0.252","0.265","0.266","0.250","3.43M","-12.36%"
"2022년 05월 06일","0.287","0.297","0.307","0.275","2.01M","-6.57%"
"2022년 05월 05일","0.307","0.301","0.389","0.281","13.12M","3.85%"
"2022년 05월 04일","0.296","0.315","0.315","0.281","3.19M","-5.43%"
"2022년 05월 03일","0.313","0.281","0.330","0.259","6.28M","11.07%"
"2022년 05월 02일","0.282","0.293","0.319","0.275","7.33M","-15.75%"
"2022년 04월 29일","0.335","0.340","0.361","0.305","21.27M","-12.00%"
"2022년 04월 28일","0.380","0.357","0.500","0.341","213.64M","81.87%"
"2022년 04월 27일","0.209","0.207","0.214","0.202","1.54M","-1.23%"
"2022년 04월 26일","0.212","0.224","0.230","0.211","1.40M","-6.37%"
"2022년 04월 25일","0.226","0.240","0.240","0.220","1.89M","-8.87%"
"2022년 04월 22일","0.248","0.260","0.264","0.237","2.16M","-5.13%"
