"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","0.9200","0.9200","0.9289","0.9000","38.35K","2.22%"
"2022년 05월 26일","0.9000","0.8800","0.9340","0.8800","25.28K","0.00%"
"2022년 05월 25일","0.9000","0.8899","0.9300","0.8800","65.84K","1.12%"
"2022년 05월 24일","0.8900","0.8800","0.9229","0.8620","51.05K","-2.21%"
"2022년 05월 23일","0.9101","0.9100","0.9200","0.8800","28.13K","2.26%"
"2022년 05월 20일","0.8900","0.9101","0.9480","0.8900","42.55K","-4.63%"
"2022년 05월 19일","0.9332","0.9348","0.9480","0.9100","20.06K","0.89%"
"2022년 05월 18일","0.9250","0.9600","0.9600","0.9222","39.65K","-4.34%"
"2022년 05월 17일","0.9670","0.9404","0.9980","0.9357","17.50K","4.76%"
"2022년 05월 16일","0.9231","0.9500","0.9701","0.9171","15.13K","0.34%"
"2022년 05월 13일","0.9200","0.9300","0.9500","0.9149","30.05K","-1.60%"
"2022년 05월 12일","0.9350","0.9305","0.9656","0.8700","88.40K","0.79%"
"2022년 05월 11일","0.9277","0.9450","1.0300","0.9051","59.83K","-1.56%"
"2022년 05월 10일","0.9424","0.9800","0.9800","0.9300","26.49K","-1.32%"
"2022년 05월 09일","0.9550","0.9500","0.9899","0.9500","55.14K","-0.52%"
"2022년 05월 06일","0.9600","1.0300","1.0300","0.9500","91.25K","-4.00%"
"2022년 05월 05일","1.0000","1.0300","1.1500","0.9919","125.21K","-2.91%"
"2022년 05월 04일","1.0300","1.0217","1.0400","1.0153","21.32K","0.98%"
"2022년 05월 03일","1.0200","1.0138","1.0700","1.0100","75.80K","2.00%"
"2022년 05월 02일","1.0000","1.0200","1.0200","0.9999","69.01K","-1.96%"
"2022년 04월 29일","1.0200","1.0600","1.0800","1.0000","153.57K","-4.67%"
