"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","119.16","117.28","119.24","115.73","815.73K","2.02%"
"2022년 05월 23일","116.80","118.20","118.99","116.20","1.44M","-0.15%"
"2022년 05월 20일","116.98","115.71","117.05","114.16","1.61M","1.13%"
"2022년 05월 19일","115.67","116.03","116.34","114.39","1.05M","-0.69%"
"2022년 05월 18일","116.47","118.78","118.92","116.23","1.15M","-1.56%"
"2022년 05월 17일","118.31","117.92","118.47","116.00","1.36M","0.44%"
"2022년 05월 16일","117.79","117.64","118.49","117.01","1.12M","0.53%"
"2022년 05월 13일","117.17","116.94","117.32","115.03","1.26M","0.86%"
"2022년 05월 12일","116.17","117.61","117.89","114.47","1.28M","-1.32%"
"2022년 05월 11일","117.72","116.76","119.52","116.49","1.60M","1.21%"
"2022년 05월 10일","116.31","119.32","120.79","115.14","1.27M","-2.47%"
"2022년 05월 09일","119.26","118.58","120.50","117.14","1.01M","-0.01%"
"2022년 05월 06일","119.27","117.92","119.55","117.54","822.14K","0.82%"
"2022년 05월 05일","118.30","118.05","119.25","116.91","912.56K","-0.30%"
"2022년 05월 04일","118.66","117.21","119.06","116.59","1.21M","0.96%"
"2022년 05월 03일","117.53","118.91","120.03","117.30","907.93K","-0.43%"
"2022년 05월 02일","118.04","119.51","120.26","116.57","1.16M","-0.68%"
"2022년 04월 29일","118.85","121.92","122.00","118.66","1.59M","-2.84%"
"2022년 04월 28일","122.32","121.38","122.92","120.05","798.64K","1.36%"
"2022년 04월 27일","120.68","119.88","122.56","118.12","1.26M","0.02%"
"2022년 04월 26일","120.66","122.06","123.47","120.64","1.00M","-1.29%"
"2022년 04월 25일","122.24","123.86","123.86","120.14","881.54K","-0.89%"
