"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","277.97","278.20","287.43","272.88","5.67K","-0.76%"
"2022년 05월 26일","280.10","272.99","285.07","272.62","6.66K","4.13%"
"2022년 05월 25일","269.00","259.43","271.45","259.43","6.27K","3.37%"
"2022년 05월 24일","260.24","263.15","263.15","257.23","5.42K","-2.82%"
"2022년 05월 23일","267.80","259.00","268.08","258.51","5.14K","9.02%"
"2022년 05월 20일","245.64","244.50","248.60","243.01","4.85K","0.47%"
"2022년 05월 19일","244.50","252.00","253.73","242.00","7.50K","-1.27%"
"2022년 05월 18일","247.65","248.00","248.00","247.23","3.20K","-1.88%"
"2022년 05월 17일","252.40","246.00","252.40","246.00","2.86K","2.50%"
"2022년 05월 16일","246.25","251.13","251.13","243.04","3.79K","-2.57%"
"2022년 05월 13일","252.75","252.75","252.75","252.75","1.96K","-1.00%"
"2022년 05월 12일","255.30","258.81","259.95","254.89","5.42K","0.16%"
"2022년 05월 11일","254.89","253.38","259.93","253.38","2.15K","0.59%"
"2022년 05월 10일","253.38","253.38","253.38","253.38","1.11K","1.77%"
"2022년 05월 09일","248.97","254.95","256.12","246.00","3.76K","-3.12%"
"2022년 05월 06일","257.00","258.68","258.69","254.03","2.41K","0.38%"
"2022년 05월 05일","256.02","261.62","261.62","256.02","2.04K","-6.00%"
"2022년 05월 04일","272.37","261.95","272.37","261.95","1.46K","5.10%"
"2022년 05월 03일","259.16","262.59","262.59","257.74","5.31K","-2.56%"
"2022년 05월 02일","265.96","259.73","265.96","259.73","1.35K","3.43%"
