"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","95.99","91.10","96.30","91.10","265.09K","6.60%"
"2022년 05월 26일","90.05","88.09","90.86","87.96","199.05K","3.47%"
"2022년 05월 25일","87.03","82.66","87.36","82.66","162.90K","3.87%"
"2022년 05월 24일","83.79","84.08","84.23","82.01","144.66K","-1.54%"
"2022년 05월 23일","85.10","84.16","86.19","83.42","183.98K","0.66%"
"2022년 05월 20일","84.54","88.05","90.00","82.63","267.84K","-0.95%"
"2022년 05월 19일","85.35","84.00","87.31","83.67","211.46K","-0.19%"
"2022년 05월 18일","85.51","83.60","88.33","82.58","373.71K","4.45%"
"2022년 05월 17일","81.87","80.39","82.73","79.70","190.16K","4.15%"
"2022년 05월 16일","78.61","79.18","80.50","77.97","141.80K","-1.92%"
"2022년 05월 13일","80.15","77.38","80.95","77.38","287.98K","5.41%"
"2022년 05월 12일","76.04","73.57","77.45","72.53","267.79K","1.92%"
"2022년 05월 11일","74.61","77.51","78.73","74.44","212.55K","-3.93%"
"2022년 05월 10일","77.66","76.88","78.56","75.00","289.49K","2.49%"
"2022년 05월 09일","75.77","79.68","81.23","75.12","338.68K","-6.74%"
"2022년 05월 06일","81.25","83.50","84.30","79.82","343.19K","-4.08%"
"2022년 05월 05일","84.71","90.41","90.55","83.65","261.66K","-6.92%"
"2022년 05월 04일","91.01","87.19","91.38","84.91","260.93K","5.00%"
"2022년 05월 03일","86.68","86.78","87.95","83.77","411.00K","1.11%"
"2022년 05월 02일","85.73","80.78","85.86","80.47","451.44K","6.74%"
"2022년 04월 29일","80.32","82.12","83.77","79.86","273.03K","-1.71%"
