"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","105.58","105.51","105.90","102.49","976.68K","-0.46%"
"2022년 05월 23일","106.07","106.91","107.11","104.95","1.05M","0.80%"
"2022년 05월 20일","105.23","106.10","106.10","103.82","1.10M","0.14%"
"2022년 05월 19일","105.08","108.74","110.25","105.04","1.46M","-4.30%"
"2022년 05월 18일","109.80","114.34","114.34","109.44","797.56K","-4.34%"
"2022년 05월 17일","114.78","113.33","114.79","112.84","1.00M","2.09%"
"2022년 05월 16일","112.43","112.94","113.58","111.25","713.03K","-0.25%"
"2022년 05월 13일","112.71","112.25","113.14","110.65","994.74K","1.45%"
"2022년 05월 12일","111.10","109.08","111.33","108.48","770.59K","1.78%"
"2022년 05월 11일","109.16","110.29","112.92","108.90","785.60K","-1.01%"
"2022년 05월 10일","110.27","114.80","115.83","109.25","944.74K","-3.28%"
"2022년 05월 09일","114.01","118.00","118.27","113.59","1.11M","-4.29%"
"2022년 05월 06일","119.12","119.25","120.22","117.84","957.43K","-0.46%"
"2022년 05월 05일","119.67","122.63","122.89","118.69","806.48K","-2.65%"
"2022년 05월 04일","122.93","120.89","123.43","119.28","1.06M","1.28%"
"2022년 05월 03일","121.38","121.45","122.91","117.06","1.18M","3.53%"
"2022년 05월 02일","117.24","117.99","119.12","114.57","1.27M","-0.31%"
"2022년 04월 29일","117.60","122.30","122.77","117.25","1.24M","-4.80%"
"2022년 04월 28일","123.53","122.74","123.99","121.52","701.18K","1.06%"
"2022년 04월 27일","122.24","124.27","124.27","122.03","669.45K","-1.53%"
"2022년 04월 26일","124.14","125.03","126.26","124.07","521.06K","-1.34%"
"2022년 04월 25일","125.82","125.12","126.15","122.72","545.41K","0.10%"
