"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","167.91","172.23","172.26","165.85","1.14M","-3.43%"
"2022년 05월 23일","173.88","174.78","175.75","171.20","804.61K","0.04%"
"2022년 05월 20일","173.81","174.16","174.16","167.29","1.28M","1.16%"
"2022년 05월 19일","171.82","171.36","175.00","169.81","1.04M","-1.45%"
"2022년 05월 18일","174.34","179.05","180.19","171.04","1.74M","-6.59%"
"2022년 05월 17일","186.63","184.49","187.02","180.85","659.07K","3.15%"
"2022년 05월 16일","180.93","180.61","182.84","175.28","771.52K","-1.11%"
"2022년 05월 13일","182.96","183.82","187.36","180.87","693.47K","0.27%"
"2022년 05월 12일","182.46","176.50","185.19","175.68","1.15M","3.36%"
"2022년 05월 11일","176.53","187.61","188.79","175.91","1.05M","-6.39%"
"2022년 05월 10일","188.59","195.80","196.30","185.15","823.79K","-2.46%"
"2022년 05월 09일","193.34","188.22","195.54","188.22","1.30M","1.18%"
"2022년 05월 06일","191.09","188.13","192.40","184.27","818.61K","0.56%"
"2022년 05월 05일","190.03","193.92","195.91","187.91","925.12K","-4.12%"
"2022년 05월 04일","198.19","189.49","199.07","188.57","1.42M","4.07%"
"2022년 05월 03일","190.43","186.01","191.62","184.71","1.03M","2.79%"
"2022년 05월 02일","185.27","181.69","185.84","179.74","1.01M","2.07%"
"2022년 04월 29일","181.52","184.89","187.91","180.98","1.24M","-2.03%"
"2022년 04월 28일","185.28","184.92","189.01","181.60","952.72K","1.23%"
"2022년 04월 27일","183.02","184.25","191.85","181.57","1.99M","-2.21%"
"2022년 04월 26일","187.16","186.95","194.87","184.24","4.42M","4.63%"
"2022년 04월 25일","178.87","173.50","179.00","169.81","2.34M","2.91%"
