"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","90.55","87.41","91.10","86.71","113.62K","4.60%"
"2022년 05월 26일","86.57","83.88","87.26","83.88","112.26K","4.06%"
"2022년 05월 25일","83.19","81.01","84.00","81.01","103.27K","2.00%"
"2022년 05월 24일","81.56","82.15","82.67","79.30","132.81K","-2.34%"
"2022년 05월 23일","83.51","83.94","84.43","81.45","148.79K","0.76%"
"2022년 05월 20일","82.88","84.18","84.68","79.59","118.63K","0.17%"
"2022년 05월 19일","82.74","82.83","83.45","80.71","149.52K","-0.28%"
"2022년 05월 18일","82.97","88.02","89.83","81.86","193.18K","-8.81%"
"2022년 05월 17일","90.99","89.12","91.74","88.23","109.70K","4.91%"
"2022년 05월 16일","86.73","86.06","87.63","84.03","134.86K","0.90%"
"2022년 05월 13일","85.96","82.36","86.02","80.61","168.75K","6.89%"
"2022년 05월 12일","80.42","77.80","82.18","77.80","142.93K","2.21%"
"2022년 05월 11일","78.68","82.94","85.71","78.05","154.85K","-6.14%"
"2022년 05월 10일","83.83","84.46","86.68","80.80","154.75K","3.19%"
"2022년 05월 09일","81.24","87.53","89.38","80.63","235.17K","-8.18%"
"2022년 05월 06일","88.48","89.25","92.06","86.77","173.74K","-2.43%"
"2022년 05월 05일","90.68","95.74","96.98","88.11","340.71K","-5.54%"
"2022년 05월 04일","96.00","93.11","96.51","89.79","202.93K","2.77%"
"2022년 05월 03일","93.41","96.08","97.00","93.18","117.92K","-2.77%"
"2022년 05월 02일","96.07","93.15","96.07","92.43","204.84K","3.46%"
"2022년 04월 29일","92.86","93.01","95.81","91.52","149.81K","-0.58%"
