"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","20.70","19.98","20.79","19.51","314.89K","3.24%"
"2022년 05월 26일","20.05","20.05","20.57","19.87","149.84K","-0.59%"
"2022년 05월 25일","20.17","20.86","21.18","19.87","262.43K","-3.31%"
"2022년 05월 24일","20.86","21.27","21.46","20.58","249.69K","-3.25%"
"2022년 05월 23일","21.56","22.61","22.70","21.30","356.10K","-3.41%"
"2022년 05월 20일","22.32","22.25","23.17","21.12","430.22K","0.68%"
"2022년 05월 19일","22.17","21.09","22.70","20.94","508.94K","4.77%"
"2022년 05월 18일","21.16","22.43","22.43","20.54","924.75K","-7.56%"
"2022년 05월 17일","22.89","26.00","26.00","20.86","2.04M","-18.37%"
"2022년 05월 16일","28.04","27.96","29.01","27.82","205.72K","0.14%"
"2022년 05월 13일","28.00","28.50","28.94","27.39","255.70K","-0.39%"
"2022년 05월 12일","28.11","26.65","29.03","26.65","186.60K","2.44%"
"2022년 05월 11일","27.44","29.92","29.99","27.08","349.60K","-8.69%"
"2022년 05월 10일","30.05","29.60","31.27","29.51","290.68K","2.00%"
"2022년 05월 09일","29.46","30.84","31.08","29.03","395.43K","-5.58%"
"2022년 05월 06일","31.20","30.51","31.27","29.70","228.34K","0.52%"
"2022년 05월 05일","31.04","31.25","32.82","30.56","198.05K","-3.15%"
"2022년 05월 04일","32.05","31.13","32.10","29.23","287.38K","5.22%"
"2022년 05월 03일","30.46","32.24","32.79","30.16","306.30K","-5.59%"
"2022년 05월 02일","32.26","31.73","33.22","31.35","190.88K","1.40%"
"2022년 04월 29일","31.82","31.97","32.40","31.56","144.71K","-0.84%"
