"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","97.30","95.89","97.84","95.21","3.94M","0.40%"
"2022년 05월 23일","96.91","97.63","98.95","96.14","5.40M","0.36%"
"2022년 05월 20일","96.56","96.48","97.46","94.49","5.89M","0.84%"
"2022년 05월 19일","95.76","94.25","97.73","94.02","7.40M","-0.47%"
"2022년 05월 18일","96.21","97.98","98.20","94.52","6.27M","-1.37%"
"2022년 05월 17일","97.55","97.83","98.29","95.67","5.57M","1.12%"
"2022년 05월 16일","96.47","95.10","97.93","95.10","5.67M","0.62%"
"2022년 05월 13일","95.88","94.33","96.72","94.27","5.81M","3.39%"
"2022년 05월 12일","92.74","92.37","93.23","90.58","6.97M","0.85%"
"2022년 05월 11일","91.96","93.16","95.60","91.58","6.41M","0.26%"
"2022년 05월 10일","91.72","91.95","94.77","89.81","6.18M","0.95%"
"2022년 05월 09일","90.86","93.60","94.53","90.65","6.76M","-5.28%"
"2022년 05월 06일","95.92","95.25","96.00","92.04","4.57M","1.93%"
"2022년 05월 05일","94.10","96.38","96.90","92.21","5.02M","-2.34%"
"2022년 05월 04일","96.35","94.06","96.55","92.94","5.40M","3.99%"
"2022년 05월 03일","92.65","88.65","93.21","87.45","5.83M","3.96%"
"2022년 05월 02일","89.12","87.30","89.31","86.47","4.94M","2.13%"
"2022년 04월 29일","87.26","89.83","90.54","87.19","5.08M","-2.71%"
"2022년 04월 28일","89.69","87.85","90.23","86.70","4.71M","2.80%"
"2022년 04월 27일","87.25","85.85","88.04","84.42","5.22M","2.08%"
"2022년 04월 26일","85.47","84.85","86.96","84.24","5.21M","1.44%"
"2022년 04월 25일","84.26","84.68","84.99","81.57","4.90M","-3.24%"
