"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","26.66","25.91","27.19","24.65","714.64K","4.55%"
"2022년 05월 26일","25.50","26.64","27.64","25.44","720.78K","-4.28%"
"2022년 05월 25일","26.64","24.69","26.85","24.52","700.81K","6.30%"
"2022년 05월 24일","25.06","27.64","27.65","24.59","1.11M","-7.97%"
"2022년 05월 23일","27.23","25.15","27.68","25.15","1.23M","8.27%"
"2022년 05월 20일","25.15","24.95","25.89","23.37","1.81M","4.88%"
"2022년 05월 19일","23.98","21.91","24.09","21.91","876.68K","7.63%"
"2022년 05월 18일","22.28","22.90","23.22","21.65","907.18K","-2.11%"
"2022년 05월 17일","22.76","21.25","22.97","21.25","1.03M","9.32%"
"2022년 05월 16일","20.82","18.86","22.47","18.81","1.63M","8.21%"
"2022년 05월 13일","19.24","18.13","20.49","18.00","1.03M","9.13%"
"2022년 05월 12일","17.63","16.13","18.48","15.72","1.23M","2.38%"
"2022년 05월 11일","17.22","19.38","19.78","17.03","1.42M","-12.94%"
"2022년 05월 10일","19.78","19.29","20.02","18.30","1.08M","4.49%"
"2022년 05월 09일","18.93","19.50","20.29","18.55","1.66M","-5.59%"
"2022년 05월 06일","20.05","20.24","20.70","19.43","953.33K","-3.37%"
"2022년 05월 05일","20.75","20.89","21.05","19.72","899.01K","-1.71%"
"2022년 05월 04일","21.11","21.14","21.22","19.27","1.37M","0.14%"
"2022년 05월 03일","21.08","20.81","21.38","20.17","742.85K","1.35%"
"2022년 05월 02일","20.80","20.68","22.44","19.80","1.39M","-0.34%"
"2022년 04월 29일","20.87","20.85","22.10","20.68","1.15M","-0.14%"
