"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","120.34","117.02","120.38","116.60","3.11M","3.02%"
"2022년 05월 26일","116.81","116.34","117.57","115.46","3.34M","1.03%"
"2022년 05월 25일","115.62","114.49","116.76","113.80","4.40M","0.78%"
"2022년 05월 24일","114.73","112.94","115.06","111.56","2.70M","1.58%"
"2022년 05월 23일","112.94","112.46","113.80","111.35","2.05M","1.76%"
"2022년 05월 20일","110.99","110.77","111.36","108.61","3.81M","0.52%"
"2022년 05월 19일","110.42","110.79","111.36","108.63","3.13M","-1.32%"
"2022년 05월 18일","111.90","111.09","113.40","109.77","3.54M","0.64%"
"2022년 05월 17일","111.19","109.95","111.37","107.32","2.95M","1.31%"
"2022년 05월 16일","109.75","108.49","110.88","108.32","4.15M","1.79%"
"2022년 05월 13일","107.82","109.56","109.72","107.10","2.25M","-0.90%"
"2022년 05월 12일","108.80","108.01","109.03","106.95","3.27M","0.86%"
"2022년 05월 11일","107.87","107.77","110.14","107.38","2.40M","-0.37%"
"2022년 05월 10일","108.27","110.17","110.94","107.51","3.43M","-0.44%"
"2022년 05월 09일","108.75","109.50","110.18","107.86","2.74M","-0.65%"
"2022년 05월 06일","109.46","112.00","112.95","108.31","3.65M","-2.62%"
"2022년 05월 05일","112.41","114.98","115.66","111.56","2.20M","-2.96%"
"2022년 05월 04일","115.84","112.59","115.91","111.88","2.96M","3.22%"
"2022년 05월 03일","112.23","110.55","113.26","110.36","2.99M","1.72%"
"2022년 05월 02일","110.33","108.16","110.48","107.31","4.20M","2.77%"
