"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","6.78","6.59","6.87","6.41","371.78K","2.26%"
"2022년 05월 26일","6.63","6.56","7.02","6.56","425.92K","3.11%"
"2022년 05월 25일","6.43","6.14","6.60","6.14","257.95K","4.38%"
"2022년 05월 24일","6.16","6.20","6.21","5.94","480.53K","-1.44%"
"2022년 05월 23일","6.25","6.39","6.39","6.10","143.60K","-1.88%"
"2022년 05월 20일","6.37","6.61","6.61","5.98","285.48K","-1.09%"
"2022년 05월 19일","6.44","6.34","6.70","6.26","279.39K","0.47%"
"2022년 05월 18일","6.41","7.12","7.15","6.25","612.90K","-10.85%"
"2022년 05월 17일","7.19","7.15","7.37","7.06","254.77K","3.30%"
"2022년 05월 16일","6.96","7.10","7.23","6.85","221.51K","-2.11%"
"2022년 05월 13일","7.11","7.16","7.32","7.03","341.85K","1.43%"
"2022년 05월 12일","7.01","6.72","7.15","6.66","323.28K","2.94%"
"2022년 05월 11일","6.81","7.23","7.23","6.77","368.15K","-5.15%"
"2022년 05월 10일","7.18","7.28","7.40","6.95","306.38K","0.28%"
"2022년 05월 09일","7.16","6.92","7.38","6.88","257.11K","0.56%"
"2022년 05월 06일","7.12","7.21","7.40","6.92","330.55K","-1.11%"
"2022년 05월 05일","7.20","7.41","7.41","6.85","311.47K","-4.51%"
"2022년 05월 04일","7.54","7.53","7.57","7.11","311.26K","-0.92%"
"2022년 05월 03일","7.61","7.40","7.70","7.25","189.49K","3.54%"
"2022년 05월 02일","7.35","7.21","7.40","7.09","244.14K","1.66%"
"2022년 04월 29일","7.23","7.47","7.60","7.15","190.91K","-3.73%"
