"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","12.670","12.540","12.950","12.420","82.15K","0.96%"
"2022년 05월 26일","12.550","12.470","12.650","12.230","69.99K","0.97%"
"2022년 05월 25일","12.430","12.360","12.550","12.220","49.53K","1.47%"
"2022년 05월 24일","12.250","12.460","12.460","12.160","90.16K","-1.84%"
"2022년 05월 23일","12.480","12.320","12.570","12.300","60.59K","-0.16%"
"2022년 05월 20일","12.500","12.390","12.610","12.280","82.54K","-0.08%"
"2022년 05월 19일","12.510","12.420","12.610","12.095","101.31K","-0.71%"
"2022년 05월 18일","12.600","12.710","12.845","12.300","75.44K","-1.18%"
"2022년 05월 17일","12.750","12.710","13.190","12.530","163.11K","1.19%"
"2022년 05월 16일","12.600","12.610","12.710","12.340","116.78K","0.32%"
"2022년 05월 13일","12.560","12.430","12.610","12.260","171.06K","1.78%"
"2022년 05월 12일","12.340","11.880","12.350","11.760","159.43K","3.26%"
"2022년 05월 11일","11.950","11.900","12.120","10.890","125.87K","-0.08%"
"2022년 05월 10일","11.960","12.270","12.750","11.160","157.48K","-2.13%"
"2022년 05월 09일","12.220","12.470","12.480","12.114","120.78K","-2.16%"
"2022년 05월 06일","12.490","12.620","12.780","12.240","95.69K","-1.58%"
"2022년 05월 05일","12.690","12.710","12.710","12.270","90.05K","0.16%"
"2022년 05월 04일","12.670","12.350","13.200","12.170","200.52K","2.67%"
"2022년 05월 03일","12.340","11.950","12.360","11.240","229.27K","3.78%"
"2022년 05월 02일","11.890","11.410","11.890","11.140","234.34K","4.76%"
"2022년 04월 29일","11.350","11.210","11.400","11.170","29.52K","0.35%"
