"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","86.62","84.83","87.14","84.75","300.76K","3.03%"
"2022년 05월 26일","84.07","82.00","84.85","81.94","281.49K","3.52%"
"2022년 05월 25일","81.21","79.43","81.59","79.05","452.16K","1.89%"
"2022년 05월 24일","79.70","80.40","81.07","78.22","562.28K","-3.66%"
"2022년 05월 23일","82.73","83.34","84.36","80.44","401.76K","-0.27%"
"2022년 05월 20일","82.95","83.00","83.60","80.05","414.20K","2.00%"
"2022년 05월 19일","81.32","79.39","82.99","78.51","383.69K","2.57%"
"2022년 05월 18일","79.28","80.24","81.88","78.72","661.58K","-3.47%"
"2022년 05월 17일","82.13","81.66","83.29","79.65","406.20K","2.62%"
"2022년 05월 16일","80.03","81.25","83.58","79.60","375.04K","-1.80%"
"2022년 05월 13일","81.50","78.21","83.10","78.19","513.91K","6.06%"
"2022년 05월 12일","76.84","76.39","78.08","74.32","911.73K","-0.83%"
"2022년 05월 11일","77.48","76.61","81.61","75.61","1.33M","-2.04%"
"2022년 05월 10일","79.09","75.30","79.97","73.90","1.56M","8.89%"
"2022년 05월 09일","72.63","75.10","76.40","72.29","1.22M","-5.87%"
"2022년 05월 06일","77.16","80.35","80.81","75.79","812.31K","-5.65%"
"2022년 05월 05일","81.78","85.37","85.52","80.48","843.47K","-5.84%"
"2022년 05월 04일","86.85","83.27","87.08","80.86","795.89K","3.47%"
"2022년 05월 03일","83.94","84.26","85.28","83.09","523.95K","-0.13%"
"2022년 05월 02일","84.05","82.63","84.81","81.56","833.01K","1.41%"
"2022년 04월 29일","82.88","87.01","88.56","82.61","756.62K","-4.80%"
