"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","14.93","14.73","15.05","14.73","164.24K","1.29%"
"2022년 05월 26일","14.74","14.25","14.77","14.25","216.38K","3.44%"
"2022년 05월 25일","14.25","13.87","14.40","13.87","221.04K","1.93%"
"2022년 05월 24일","13.98","14.30","14.66","13.80","346.64K","-2.92%"
"2022년 05월 23일","14.40","14.28","14.59","14.22","194.71K","1.12%"
"2022년 05월 20일","14.24","15.03","15.11","14.07","345.62K","-4.24%"
"2022년 05월 19일","14.87","14.75","15.11","14.62","258.44K","-0.54%"
"2022년 05월 18일","14.95","15.24","15.44","14.84","490.52K","-3.42%"
"2022년 05월 17일","15.48","15.36","15.63","15.27","238.93K","2.65%"
"2022년 05월 16일","15.08","14.75","15.15","14.69","281.27K","1.55%"
"2022년 05월 13일","14.85","14.71","15.07","14.56","262.22K","0.95%"
"2022년 05월 12일","14.71","14.73","15.16","14.45","311.40K","-1.01%"
"2022년 05월 11일","14.86","14.98","15.22","14.74","240.39K","-0.34%"
"2022년 05월 10일","14.91","15.38","15.60","14.72","332.71K","-2.29%"
"2022년 05월 09일","15.26","15.46","15.78","15.23","263.28K","-3.48%"
"2022년 05월 06일","15.81","16.13","16.25","15.62","295.14K","-2.89%"
"2022년 05월 05일","16.28","16.59","16.85","15.99","565.27K","-1.69%"
"2022년 05월 04일","16.56","16.44","16.70","16.19","683.22K","1.35%"
"2022년 05월 03일","16.34","15.47","16.40","15.47","590.09K","5.69%"
"2022년 05월 02일","15.46","16.18","16.27","15.11","343.41K","-3.44%"
"2022년 04월 29일","16.01","16.78","17.05","15.55","460.93K","-1.84%"
