"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","24.77","23.95","24.82","23.85","276.49K","3.55%"
"2022년 05월 26일","23.92","24.27","24.68","23.91","241.27K","-0.87%"
"2022년 05월 25일","24.13","23.61","24.29","23.47","244.13K","1.51%"
"2022년 05월 24일","23.77","23.41","23.80","22.87","206.52K","0.85%"
"2022년 05월 23일","23.57","23.59","23.90","23.41","154.11K","1.33%"
"2022년 05월 20일","23.26","23.81","24.32","22.69","312.04K","-1.90%"
"2022년 05월 19일","23.71","23.07","24.03","22.75","377.41K","1.20%"
"2022년 05월 18일","23.43","23.91","24.84","23.24","353.19K","-1.22%"
"2022년 05월 17일","23.72","23.31","24.00","23.31","268.42K","3.04%"
"2022년 05월 16일","23.02","22.93","23.28","22.54","261.06K","0.79%"
"2022년 05월 13일","22.84","22.59","23.21","22.59","404.35K","0.66%"
"2022년 05월 12일","22.69","22.13","23.35","22.08","557.18K","1.70%"
"2022년 05월 11일","22.31","22.01","23.10","21.69","472.01K","2.53%"
"2022년 05월 10일","21.76","24.46","24.79","21.61","666.15K","-6.89%"
"2022년 05월 09일","23.37","23.21","23.69","22.88","441.68K","-0.38%"
"2022년 05월 06일","23.46","23.72","23.90","23.16","316.45K","-0.93%"
"2022년 05월 05일","23.68","24.15","24.31","23.36","277.25K","-2.43%"
"2022년 05월 04일","24.27","23.63","24.30","23.27","292.41K","3.36%"
"2022년 05월 03일","23.48","23.15","23.65","22.95","211.53K","1.51%"
"2022년 05월 02일","23.13","23.33","23.56","22.71","291.73K","-0.22%"
"2022년 04월 29일","23.18","23.51","23.95","23.09","276.55K","-2.15%"
