"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 20일","2.31","2.51","2.60","2.17","6.22M","-4.55%"
"2022년 05월 19일","2.42","2.35","2.58","2.29","6.50M","7.08%"
"2022년 05월 18일","2.26","2.51","2.56","2.25","6.22M","-14.39%"
"2022년 05월 17일","2.64","2.32","2.64","2.31","9.16M","18.92%"
"2022년 05월 16일","2.22","2.34","2.45","2.18","10.85M","-5.93%"
"2022년 05월 13일","2.36","1.82","2.38","1.75","18.21M","37.21%"
"2022년 05월 12일","1.72","1.57","1.90","1.53","18.84M","7.50%"
"2022년 05월 11일","1.60","1.84","1.89","1.47","27.31M","-7.51%"
"2022년 05월 10일","1.73","2.69","2.71","1.71","23.19M","-32.95%"
"2022년 05월 09일","2.58","3.22","3.22","2.56","9.59M","-21.34%"
"2022년 05월 06일","3.28","3.58","3.58","3.18","5.67M","-9.14%"
"2022년 05월 05일","3.61","3.85","3.91","3.51","3.48M","-7.91%"
"2022년 05월 04일","3.92","3.71","3.93","3.51","3.24M","6.23%"
"2022년 05월 03일","3.69","3.58","3.84","3.55","4.41M","2.22%"
"2022년 05월 02일","3.61","3.47","3.62","3.29","3.79M","5.25%"
"2022년 04월 29일","3.43","3.53","3.76","3.38","4.54M","-3.92%"
"2022년 04월 28일","3.57","3.56","3.64","3.23","4.41M","1.71%"
"2022년 04월 27일","3.51","3.73","3.82","3.49","5.22M","-5.65%"
"2022년 04월 26일","3.72","3.88","3.96","3.69","4.31M","-5.58%"
"2022년 04월 25일","3.94","3.86","3.99","3.73","4.35M","2.07%"
"2022년 04월 22일","3.86","4.03","4.19","3.75","4.16M","-3.98%"
