"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","52.68","52.47","53.01","51.49","24.23M","-0.17%"
"2022년 05월 23일","52.77","51.35","53.60","51.15","34.33M","6.07%"
"2022년 05월 20일","49.75","50.26","50.73","48.51","29.03M","-0.06%"
"2022년 05월 19일","49.78","48.66","50.29","48.59","27.28M","0.93%"
"2022년 05월 18일","49.32","50.73","51.06","49.01","31.75M","-3.39%"
"2022년 05월 17일","51.05","49.84","51.61","49.70","46.32M","7.56%"
"2022년 05월 16일","47.46","47.59","48.07","47.00","16.42M","-0.38%"
"2022년 05월 13일","47.64","46.81","47.85","46.81","21.48M","2.32%"
"2022년 05월 12일","46.56","47.26","47.40","45.40","35.96M","-2.31%"
"2022년 05월 11일","47.66","48.95","49.94","47.56","29.94M","-2.24%"
"2022년 05월 10일","48.75","50.54","50.69","47.66","30.79M","-2.29%"
"2022년 05월 09일","49.89","50.99","51.22","49.59","28.89M","-3.35%"
"2022년 05월 06일","51.62","51.24","52.00","50.58","25.91M","0.60%"
"2022년 05월 05일","51.31","51.44","52.13","50.69","25.76M","-1.76%"
"2022년 05월 04일","52.23","50.17","52.40","50.04","26.64M","4.25%"
"2022년 05월 03일","50.10","49.33","50.81","49.08","25.18M","2.85%"
"2022년 05월 02일","48.71","48.45","48.85","47.78","25.72M","1.04%"
"2022년 04월 29일","48.21","49.66","49.91","48.05","21.84M","-3.62%"
"2022년 04월 28일","50.02","49.91","50.03","49.01","20.12M","0.85%"
"2022년 04월 27일","49.60","49.76","50.62","49.53","24.71M","-1.25%"
"2022년 04월 26일","50.23","50.53","51.60","50.22","18.34M","-1.76%"
"2022년 04월 25일","51.13","50.78","51.24","49.68","21.97M","-0.20%"
