"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","26.35","25.70","26.46","25.70","112.09K","2.33%"
"2022년 05월 26일","25.75","25.10","25.87","25.10","152.55K","3.17%"
"2022년 05월 25일","24.96","24.84","25.22","24.77","164.01K","0.56%"
"2022년 05월 24일","24.82","24.86","24.92","24.31","111.77K","-0.88%"
"2022년 05월 23일","25.04","24.50","25.35","24.30","222.34K","3.26%"
"2022년 05월 20일","24.25","24.22","24.46","23.75","135.15K","0.62%"
"2022년 05월 19일","24.10","24.40","24.68","24.09","166.34K","-2.59%"
"2022년 05월 18일","24.74","24.89","25.04","24.61","174.59K","-1.00%"
"2022년 05월 17일","24.99","24.54","25.04","24.39","100.18K","3.35%"
"2022년 05월 16일","24.18","24.35","25.38","24.05","125.95K","-1.19%"
"2022년 05월 13일","24.47","24.64","24.77","24.35","92.59K","-0.73%"
"2022년 05월 12일","24.65","24.66","24.77","24.14","110.54K","0.12%"
"2022년 05월 11일","24.62","24.68","25.14","24.49","106.77K","0.29%"
"2022년 05월 10일","24.55","25.13","25.33","24.32","122.39K","-1.96%"
"2022년 05월 09일","25.04","24.71","25.32","24.71","117.38K","0.20%"
"2022년 05월 06일","24.99","25.05","25.12","24.61","82.01K","-0.24%"
"2022년 05월 05일","25.05","25.30","25.38","24.70","95.35K","-2.03%"
"2022년 05월 04일","25.57","24.84","25.65","24.70","135.23K","2.90%"
"2022년 05월 03일","24.85","24.44","25.07","24.22","202.90K","0.77%"
"2022년 05월 02일","24.66","24.49","24.80","24.11","248.94K","1.82%"
"2022년 04월 29일","24.22","24.74","24.91","24.07","161.82K","-2.73%"
