"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","24.98","24.77","25.12","24.69","13.73K","0.64%"
"2022년 05월 26일","24.82","24.52","24.97","24.52","15.51K","1.93%"
"2022년 05월 25일","24.35","24.68","24.68","24.23","15.28K","-0.16%"
"2022년 05월 24일","24.39","24.40","24.77","24.05","24.41K","-0.16%"
"2022년 05월 23일","24.43","24.25","24.79","24.10","29.34K","1.92%"
"2022년 05월 20일","23.97","24.05","24.26","23.70","23.26K","0.42%"
"2022년 05월 19일","23.87","24.46","24.46","23.63","39.67K","-1.89%"
"2022년 05월 18일","24.33","24.91","24.99","24.22","20.00K","-3.34%"
"2022년 05월 17일","25.17","24.90","25.24","24.80","17.39K","2.32%"
"2022년 05월 16일","24.60","24.73","24.86","24.38","16.54K","-0.65%"
"2022년 05월 13일","24.76","24.98","25.00","24.70","20.30K","-0.40%"
"2022년 05월 12일","24.86","24.98","25.05","24.48","25.69K","-1.04%"
"2022년 05월 11일","25.12","25.21","25.53","24.99","18.17K","0.04%"
"2022년 05월 10일","25.11","25.42","26.11","24.96","17.02K","-0.75%"
"2022년 05월 09일","25.30","25.08","25.40","25.03","24.28K","0.04%"
"2022년 05월 06일","25.29","25.43","25.43","24.93","18.51K","-0.86%"
"2022년 05월 05일","25.51","25.77","25.77","25.15","25.91K","-1.77%"
"2022년 05월 04일","25.97","25.34","26.05","25.34","21.93K","2.20%"
"2022년 05월 03일","25.41","25.25","25.52","24.98","18.86K","0.83%"
"2022년 05월 02일","25.20","24.96","25.31","24.79","42.15K","1.41%"
"2022년 04월 29일","24.85","25.13","25.47","24.78","28.68K","-1.66%"
