"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","0.4164","0.3900","0.4196","0.3850","925.80K","5.74%"
"2022년 05월 26일","0.3938","0.4000","0.4179","0.3720","821.82K","3.77%"
"2022년 05월 25일","0.3795","0.3972","0.4099","0.3605","581.99K","-4.93%"
"2022년 05월 24일","0.3992","0.3820","0.4106","0.3601","854.21K","2.36%"
"2022년 05월 23일","0.3900","0.4000","0.4298","0.3820","864.86K","-1.66%"
"2022년 05월 20일","0.3966","0.4201","0.4400","0.3900","933.59K","-2.89%"
"2022년 05월 19일","0.4084","0.4200","0.4469","0.4003","915.17K","-1.28%"
"2022년 05월 18일","0.4137","0.4061","0.4350","0.4003","575.92K","-1.19%"
"2022년 05월 17일","0.4187","0.3900","0.4398","0.3900","1.12M","11.24%"
"2022년 05월 16일","0.3764","0.3995","0.4190","0.3660","718.95K","-5.97%"
"2022년 05월 13일","0.4003","0.4003","0.4332","0.3911","1.19M","2.33%"
"2022년 05월 12일","0.3912","0.3921","0.4053","0.3751","658.68K","-1.73%"
"2022년 05월 11일","0.3981","0.4200","0.4200","0.3701","1.25M","-4.46%"
"2022년 05월 10일","0.4167","0.4000","0.4200","0.3923","602.98K","6.25%"
"2022년 05월 09일","0.3922","0.4216","0.4900","0.3700","1.11M","-7.85%"
"2022년 05월 06일","0.4256","0.4392","0.4594","0.4211","772.64K","-6.01%"
"2022년 05월 05일","0.4528","0.4747","0.5095","0.4318","802.93K","-7.59%"
"2022년 05월 04일","0.4900","0.4300","0.4900","0.4200","873.01K","12.70%"
"2022년 05월 03일","0.4348","0.4400","0.4598","0.4326","438.22K","2.11%"
"2022년 05월 02일","0.4258","0.4408","0.4575","0.4209","817.60K","-5.38%"
"2022년 04월 29일","0.4500","0.4723","0.4810","0.4400","792.21K","-4.26%"
