"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","4.110","4.000","4.157","4.000","94.98K","1.23%"
"2022년 05월 26일","4.060","4.000","4.120","3.993","19.34K","3.05%"
"2022년 05월 25일","3.940","4.020","4.110","3.940","53.00K","-3.19%"
"2022년 05월 24일","4.070","4.040","4.120","3.900","31.54K","-0.49%"
"2022년 05월 23일","4.090","4.200","4.200","3.970","77.39K","0.25%"
"2022년 05월 20일","4.080","4.100","4.180","4.060","20.84K","-1.45%"
"2022년 05월 19일","4.140","4.170","4.290","3.997","88.99K","-0.72%"
"2022년 05월 18일","4.170","4.320","4.330","4.170","50.41K","-4.36%"
"2022년 05월 17일","4.360","4.250","4.460","4.161","92.62K","4.06%"
"2022년 05월 16일","4.190","4.070","4.404","4.070","59.43K","2.70%"
"2022년 05월 13일","4.080","4.050","4.200","3.977","125.96K","4.62%"
"2022년 05월 12일","3.900","4.150","4.161","3.810","249.66K","-7.36%"
"2022년 05월 11일","4.210","4.260","4.680","4.210","182.95K","0.48%"
"2022년 05월 10일","4.190","4.520","4.680","3.960","355.67K","-8.11%"
"2022년 05월 09일","4.560","4.700","4.720","4.450","131.04K","-3.39%"
"2022년 05월 06일","4.720","4.870","5.020","4.705","55.57K","-3.48%"
"2022년 05월 05일","4.890","5.250","5.280","4.880","141.16K","-5.23%"
"2022년 05월 04일","5.160","4.850","5.280","4.805","131.71K","8.40%"
"2022년 05월 03일","4.760","4.680","5.000","4.670","127.66K","0.42%"
"2022년 05월 02일","4.740","4.350","4.770","4.250","141.63K","6.52%"
"2022년 04월 29일","4.450","4.810","4.910","4.370","186.57K","-7.29%"
