"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","136.63","133.27","136.82","131.97","1.33M","2.33%"
"2022년 05월 23일","133.52","132.93","133.59","131.02","1.17M","1.85%"
"2022년 05월 20일","131.10","129.05","131.57","127.50","1.57M","2.69%"
"2022년 05월 19일","127.67","124.38","129.26","124.35","1.50M","1.90%"
"2022년 05월 18일","125.29","128.15","128.49","124.79","1.35M","-2.61%"
"2022년 05월 17일","128.65","129.64","129.70","127.19","1.48M","0.19%"
"2022년 05월 16일","128.41","130.87","131.60","128.07","1.52M","-2.12%"
"2022년 05월 13일","131.19","128.51","131.69","126.80","2.28M","3.21%"
"2022년 05월 12일","127.11","126.59","127.38","125.11","1.47M","0.09%"
"2022년 05월 11일","127.00","127.40","130.26","126.93","1.72M","0.32%"
"2022년 05월 10일","126.60","134.58","135.56","125.12","2.30M","-5.08%"
"2022년 05월 09일","133.38","139.57","139.81","132.83","1.35M","-5.46%"
"2022년 05월 06일","141.08","139.93","141.85","138.88","1.08M","-0.20%"
"2022년 05월 05일","141.36","144.35","144.89","140.11","1.32M","-2.28%"
"2022년 05월 04일","144.66","141.61","144.98","140.17","1.29M","1.69%"
"2022년 05월 03일","142.26","141.93","144.01","140.29","1.48M","0.69%"
"2022년 05월 02일","141.28","145.76","146.38","138.33","1.76M","-3.31%"
"2022년 04월 29일","146.12","151.38","152.74","145.42","2.37M","-3.55%"
"2022년 04월 28일","151.50","149.12","151.80","146.44","1.94M","2.20%"
"2022년 04월 27일","148.24","149.25","151.78","148.07","1.59M","-0.92%"
"2022년 04월 26일","149.61","151.07","151.96","149.55","1.71M","-1.29%"
"2022년 04월 25일","151.56","150.00","151.85","148.57","2.21M","1.20%"
