"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","152.13","152.81","155.54","151.20","38.10K","0.59%"
"2022년 05월 26일","151.24","150.87","154.77","150.82","33.21K","1.06%"
"2022년 05월 25일","149.66","148.89","153.07","148.89","28.27K","0.83%"
"2022년 05월 24일","148.43","146.00","148.47","144.40","32.72K","0.47%"
"2022년 05월 23일","147.74","150.66","152.24","147.13","26.92K","-1.70%"
"2022년 05월 20일","150.29","151.26","151.92","148.06","32.31K","0.57%"
"2022년 05월 19일","149.44","146.49","151.39","146.49","41.06K","-0.11%"
"2022년 05월 18일","149.61","154.11","154.77","149.33","51.96K","-4.61%"
"2022년 05월 17일","156.84","154.65","157.62","153.11","26.65K","3.35%"
"2022년 05월 16일","151.76","151.80","153.58","149.36","31.00K","-0.87%"
"2022년 05월 13일","153.09","150.53","155.06","150.53","30.84K","2.82%"
"2022년 05월 12일","148.89","146.07","149.98","144.11","59.11K","1.17%"
"2022년 05월 11일","147.17","151.12","152.95","145.77","28.04K","-2.02%"
"2022년 05월 10일","150.21","152.36","154.09","146.04","36.09K","-0.75%"
"2022년 05월 09일","151.35","149.89","152.56","148.38","36.46K","-0.39%"
"2022년 05월 06일","151.94","150.03","152.63","150.03","25.97K","0.57%"
"2022년 05월 05일","151.08","156.43","156.43","149.24","37.16K","-3.54%"
"2022년 05월 04일","156.63","155.60","158.61","153.72","42.76K","0.35%"
"2022년 05월 03일","156.08","156.37","157.26","153.62","31.71K","0.31%"
"2022년 05월 02일","155.59","154.42","159.09","154.14","33.30K","0.33%"
"2022년 04월 29일","155.08","158.47","158.76","154.13","32.49K","-3.08%"
