"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","19.73","19.52","19.87","19.40","129.34K","0.97%"
"2022년 05월 26일","19.54","19.41","19.98","19.18","125.11K","0.51%"
"2022년 05월 25일","19.44","19.17","19.63","19.17","97.96K","0.26%"
"2022년 05월 24일","19.39","19.07","19.47","18.72","92.45K","1.84%"
"2022년 05월 23일","19.04","18.81","19.31","18.78","156.55K","2.04%"
"2022년 05월 20일","18.66","19.64","19.88","18.39","142.18K","-4.55%"
"2022년 05월 19일","19.55","19.03","19.71","18.62","233.72K","2.20%"
"2022년 05월 18일","19.13","19.16","19.74","18.99","225.61K","0.16%"
"2022년 05월 17일","19.10","18.55","19.12","18.55","139.74K","5.18%"
"2022년 05월 16일","18.16","17.75","18.16","17.57","292.84K","1.68%"
"2022년 05월 13일","17.86","17.62","18.34","17.32","219.21K","2.12%"
"2022년 05월 12일","17.49","19.15","19.15","17.18","195.29K","-4.32%"
"2022년 05월 11일","18.28","18.52","18.90","18.25","133.74K","-1.51%"
"2022년 05월 10일","18.56","19.19","19.30","18.37","140.24K","-2.67%"
"2022년 05월 09일","19.07","18.90","19.35","18.87","120.19K","0.10%"
"2022년 05월 06일","19.05","19.07","19.47","18.82","79.57K","-0.68%"
"2022년 05월 05일","19.18","19.83","19.83","18.93","99.10K","-4.43%"
"2022년 05월 04일","20.07","19.64","20.13","19.41","81.45K","2.71%"
"2022년 05월 03일","19.54","19.40","19.75","19.23","121.51K","1.30%"
"2022년 05월 02일","19.29","19.49","19.76","19.01","144.65K","0.00%"
"2022년 04월 29일","19.29","20.02","20.28","19.23","167.32K","-4.65%"
