"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","202.54","198.67","202.73","196.52","874.03K","1.57%"
"2022년 05월 23일","199.40","201.09","204.00","198.69","766.47K","-0.13%"
"2022년 05월 20일","199.65","195.33","199.78","194.49","972.55K","3.40%"
"2022년 05월 19일","193.09","195.32","195.55","191.46","1.17M","-1.34%"
"2022년 05월 18일","195.71","201.05","201.77","195.00","1.20M","-3.54%"
"2022년 05월 17일","202.90","200.13","203.06","197.48","636.46K","2.28%"
"2022년 05월 16일","198.38","197.89","200.91","196.47","825.00K","-0.37%"
"2022년 05월 13일","199.11","196.93","200.27","196.24","1.22M","2.47%"
"2022년 05월 12일","194.32","190.56","194.98","188.51","1.31M","1.70%"
"2022년 05월 11일","191.07","192.29","198.14","190.51","1.48M","-2.02%"
"2022년 05월 10일","195.00","191.20","197.51","190.92","1.60M","3.98%"
"2022년 05월 09일","187.54","191.05","193.91","187.16","1.59M","-3.14%"
"2022년 05월 06일","193.61","198.94","199.26","190.65","1.89M","-3.76%"
"2022년 05월 05일","201.18","207.63","209.39","199.59","1.38M","-4.25%"
"2022년 05월 04일","210.10","208.47","211.62","203.41","1.09M","2.14%"
"2022년 05월 03일","205.70","209.12","214.77","205.00","1.54M","-0.78%"
"2022년 05월 02일","207.32","206.30","209.12","202.52","1.39M","-0.06%"
"2022년 04월 29일","207.44","210.67","214.62","206.97","1.05M","-1.41%"
"2022년 04월 28일","210.41","207.79","211.29","204.86","802.59K","1.68%"
"2022년 04월 27일","206.94","207.62","209.93","206.24","727.51K","-0.02%"
"2022년 04월 26일","206.99","213.00","214.35","206.54","903.74K","-3.52%"
"2022년 04월 25일","214.54","209.82","215.58","208.42","1.04M","2.17%"
