"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","10.98","10.59","11.02","10.49","262.48K","4.47%"
"2022년 05월 26일","10.51","10.42","10.57","9.97","355.76K","2.84%"
"2022년 05월 25일","10.22","9.91","10.34","9.81","239.72K","3.23%"
"2022년 05월 24일","9.90","9.84","9.91","9.53","243.78K","-1.10%"
"2022년 05월 23일","10.01","10.13","10.13","9.64","293.41K","-0.20%"
"2022년 05월 20일","10.03","10.90","10.90","9.86","415.11K","-6.26%"
"2022년 05월 19일","10.70","10.68","10.78","10.05","567.22K","2.00%"
"2022년 05월 18일","10.49","11.05","11.37","10.32","514.31K","-5.75%"
"2022년 05월 17일","11.13","11.50","11.78","10.96","494.95K","-0.80%"
"2022년 05월 16일","11.22","11.91","12.18","11.18","500.23K","-6.50%"
"2022년 05월 13일","12.00","11.04","12.21","10.91","769.94K","9.39%"
"2022년 05월 12일","10.97","10.20","10.98","10.11","556.14K","4.98%"
"2022년 05월 11일","10.45","10.59","10.93","10.30","505.67K","-1.32%"
"2022년 05월 10일","10.59","11.86","12.55","10.41","1.00M","-10.41%"
"2022년 05월 09일","11.82","10.88","11.85","10.32","1.28M","6.68%"
"2022년 05월 06일","11.08","10.76","11.46","10.62","885.22K","-0.63%"
"2022년 05월 05일","11.15","10.10","11.83","9.91","2.95M","7.73%"
"2022년 05월 04일","10.35","8.40","11.48","8.36","8.31M","24.85%"
"2022년 05월 03일","8.29","8.34","8.85","8.12","722.03K","-1.89%"
"2022년 05월 02일","8.45","8.09","8.47","7.89","762.64K","4.97%"
"2022년 04월 29일","8.05","8.56","8.82","7.99","668.94K","-7.58%"
