"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","75.11","76.66","76.91","74.88","1.04M","-2.34%"
"2022년 05월 23일","76.91","75.20","77.26","74.78","1.01M","2.71%"
"2022년 05월 20일","74.88","75.03","75.14","72.82","1.29M","0.73%"
"2022년 05월 19일","74.34","73.34","74.83","72.49","1.42M","1.29%"
"2022년 05월 18일","73.39","74.78","75.06","73.12","1.58M","-2.81%"
"2022년 05월 17일","75.51","75.24","75.89","74.21","1.26M","1.34%"
"2022년 05월 16일","74.51","74.62","75.00","73.77","1.27M","-0.52%"
"2022년 05월 13일","74.90","75.87","76.62","74.49","1.12M","-0.81%"
"2022년 05월 12일","75.51","73.37","75.53","73.05","1.40M","2.16%"
"2022년 05월 11일","73.91","75.75","76.62","73.79","1.11M","-2.93%"
"2022년 05월 10일","76.14","74.02","76.34","73.62","1.89M","4.80%"
"2022년 05월 09일","72.65","74.12","74.73","72.35","1.86M","-3.39%"
"2022년 05월 06일","75.20","76.56","77.12","74.44","1.15M","-2.69%"
"2022년 05월 05일","77.28","80.48","80.55","76.43","1.21M","-4.26%"
"2022년 05월 04일","80.72","77.47","80.79","76.85","2.00M","4.59%"
"2022년 05월 03일","77.18","76.12","79.21","75.79","1.93M","1.49%"
"2022년 05월 02일","76.05","74.68","76.19","74.12","1.83M","1.45%"
"2022년 04월 29일","74.96","75.07","76.74","74.72","1.55M","-0.58%"
"2022년 04월 28일","75.40","74.72","75.80","73.37","1.06M","1.30%"
"2022년 04월 27일","74.43","74.13","75.07","73.72","913.83K","0.38%"
"2022년 04월 26일","74.15","76.07","76.63","74.11","924.89K","-3.15%"
"2022년 04월 25일","76.56","76.41","76.72","75.17","1.19M","-0.03%"
