"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","26.52","26.02","26.54","25.99","660.43K","2.24%"
"2022년 05월 26일","25.94","25.84","26.52","25.81","934.36K","0.93%"
"2022년 05월 25일","25.70","25.37","25.98","25.12","1.33M","0.94%"
"2022년 05월 24일","25.46","25.28","25.63","24.72","1.38M","2.21%"
"2022년 05월 23일","24.91","25.74","25.92","24.60","1.14M","0.57%"
"2022년 05월 20일","24.77","24.97","24.97","24.11","1.14M","-0.04%"
"2022년 05월 19일","24.78","24.94","25.13","24.59","1.13M","-1.35%"
"2022년 05월 18일","25.12","26.67","26.67","24.75","1.35M","-7.31%"
"2022년 05월 17일","27.10","26.80","27.14","26.33","845.95K","1.84%"
"2022년 05월 16일","26.61","27.56","27.61","26.60","909.06K","-3.80%"
"2022년 05월 13일","27.66","27.10","28.13","27.04","1.16M","3.06%"
"2022년 05월 12일","26.84","25.90","26.91","25.68","1.12M","2.52%"
"2022년 05월 11일","26.18","26.61","27.21","26.15","1.09M","-1.62%"
"2022년 05월 10일","26.61","26.97","27.88","25.99","1.25M","-0.78%"
"2022년 05월 09일","26.82","24.98","27.39","24.98","2.64M","6.34%"
"2022년 05월 06일","25.22","26.42","26.42","24.85","2.91M","-4.94%"
"2022년 05월 05일","26.53","29.85","30.73","26.44","3.64M","-20.97%"
"2022년 05월 04일","33.57","33.62","33.70","32.51","844.65K","-0.24%"
"2022년 05월 03일","33.65","33.41","34.22","33.41","752.08K","0.24%"
"2022년 05월 02일","33.57","33.97","34.05","32.98","940.76K","0.09%"
"2022년 04월 29일","33.54","34.35","34.66","33.49","876.87K","-2.56%"
