"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","45.24","45.21","45.59","43.86","2.02M","-0.92%"
"2022년 05월 23일","45.66","44.70","45.89","44.63","2.29M","3.40%"
"2022년 05월 20일","44.16","45.43","45.64","43.41","2.48M","-1.63%"
"2022년 05월 19일","44.89","44.75","45.42","44.11","2.96M","-0.80%"
"2022년 05월 18일","45.25","47.68","48.06","45.09","2.60M","-5.98%"
"2022년 05월 17일","48.13","47.30","48.33","46.89","2.91M","3.93%"
"2022년 05월 16일","46.31","46.27","46.65","45.35","2.51M","0.22%"
"2022년 05월 13일","46.21","47.80","48.18","46.21","4.45M","-2.63%"
"2022년 05월 12일","47.46","50.27","50.35","46.33","4.17M","-5.57%"
"2022년 05월 11일","50.26","51.19","52.58","50.23","2.76M","-2.08%"
"2022년 05월 10일","51.33","51.64","52.27","50.15","2.63M","0.04%"
"2022년 05월 09일","51.31","53.03","53.65","51.11","3.78M","-3.91%"
"2022년 05월 06일","53.40","54.03","54.15","52.72","2.86M","-1.46%"
"2022년 05월 05일","54.19","53.60","54.78","53.01","3.41M","2.71%"
"2022년 05월 04일","52.76","51.47","52.81","51.29","2.53M","3.11%"
"2022년 05월 03일","51.17","50.19","51.63","50.19","3.28M","2.36%"
"2022년 05월 02일","49.99","49.90","50.48","49.12","2.60M","0.93%"
"2022년 04월 29일","49.53","50.16","50.52","49.35","1.80M","-0.90%"
"2022년 04월 28일","49.98","49.97","50.09","48.70","1.95M","1.32%"
"2022년 04월 27일","49.33","49.02","49.90","48.78","1.29M","1.00%"
"2022년 04월 26일","48.84","49.59","50.07","48.67","1.93M","-1.81%"
"2022년 04월 25일","49.74","49.90","49.96","48.12","2.41M","-1.35%"
