"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","48.63","48.30","48.66","48.19","1.93M","0.43%"
"2022년 05월 26일","48.42","48.86","49.23","48.42","1.73M","-1.08%"
"2022년 05월 25일","48.95","49.05","49.32","48.70","1.76M","-0.37%"
"2022년 05월 24일","49.13","48.48","49.17","48.32","1.45M","1.36%"
"2022년 05월 23일","48.47","48.78","49.00","48.23","1.36M","0.44%"
"2022년 05월 20일","48.26","48.06","48.44","47.07","2.13M","0.94%"
"2022년 05월 19일","47.81","47.81","48.27","46.53","2.72M","-0.87%"
"2022년 05월 18일","48.23","52.56","52.56","48.03","3.00M","-8.76%"
"2022년 05월 17일","52.86","53.20","53.40","52.07","1.42M","-0.96%"
"2022년 05월 16일","53.37","53.31","53.46","52.76","1.10M","0.30%"
"2022년 05월 13일","53.21","52.38","53.26","52.00","1.40M","1.70%"
"2022년 05월 12일","52.32","52.40","52.99","51.79","1.53M","0.23%"
"2022년 05월 11일","52.20","52.20","52.46","51.77","1.37M","0.15%"
"2022년 05월 10일","52.12","52.58","53.06","51.87","1.45M","-0.82%"
"2022년 05월 09일","52.55","51.81","52.83","51.59","1.88M","1.04%"
"2022년 05월 06일","52.01","51.28","52.30","51.28","1.53M","0.85%"
"2022년 05월 05일","51.57","52.13","52.52","51.33","1.85M","-1.30%"
"2022년 05월 04일","52.25","51.65","52.33","51.43","1.75M","1.14%"
"2022년 05월 03일","51.66","51.90","52.37","51.36","1.73M","-0.31%"
"2022년 05월 02일","51.82","52.86","53.00","51.22","2.00M","-1.09%"
