"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 27일","0.4150","0.4280","0.4500","0.4000","1.84M","-2.58%"
"2022년 05월 26일","0.4260","0.4885","0.4950","0.4143","2.25M","-16.94%"
"2022년 05월 25일","0.5129","0.5781","0.5852","0.4800","3.83M","-17.94%"
"2022년 05월 24일","0.6250","1.0100","1.0300","0.5900","41.92M","3.31%"
"2022년 05월 23일","0.6050","0.6400","0.6500","0.5920","36.11K","2.58%"
"2022년 05월 20일","0.5898","0.6000","0.6480","0.5559","77.82K","-0.87%"
"2022년 05월 19일","0.5950","0.5905","0.6288","0.5803","60.76K","0.76%"
"2022년 05월 18일","0.5905","0.6200","0.6360","0.5800","65.82K","-4.76%"
"2022년 05월 17일","0.6200","0.6650","0.6660","0.6100","57.11K","-0.45%"
"2022년 05월 16일","0.6228","0.6710","0.7000","0.6206","45.73K","-7.18%"
"2022년 05월 13일","0.6710","0.6799","0.7000","0.6520","105.69K","6.51%"
"2022년 05월 12일","0.6300","0.6700","0.6700","0.6010","65.03K","-5.98%"
"2022년 05월 11일","0.6701","0.6614","0.7499","0.6440","67.23K","-6.29%"
"2022년 05월 10일","0.7151","0.9000","0.9000","0.7090","42.39K","-8.07%"
"2022년 05월 09일","0.7779","0.8800","0.8800","0.6400","64.56K","-11.60%"
"2022년 05월 06일","0.8800","0.9100","0.9500","0.8510","93.97K","-4.58%"
"2022년 05월 05일","0.9222","0.9993","0.9993","0.9200","16.90K","-7.59%"
"2022년 05월 04일","0.9979","0.9622","1.0092","0.9031","52.28K","0.29%"
"2022년 05월 03일","0.9950","0.9526","1.0000","0.9500","20.07K","-0.50%"
"2022년 05월 02일","1.0000","0.9500","1.0100","0.9500","30.20K","2.67%"
"2022년 04월 29일","0.9740","0.9610","1.0200","0.9610","15.39K","-3.56%"
