"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 24일","1,266.64","1,278.69","1,278.69","1,230.91","368.44K","-1.79%"
"2022년 05월 23일","1,289.79","1,298.56","1,312.37","1,264.51","332.18K","-0.33%"
"2022년 05월 20일","1,294.11","1,293.00","1,296.75","1,256.39","348.09K","1.70%"
"2022년 05월 19일","1,272.49","1,238.77","1,290.34","1,233.25","233.74K","1.56%"
"2022년 05월 18일","1,252.89","1,299.38","1,305.62","1,240.00","306.08K","-5.23%"
"2022년 05월 17일","1,322.06","1,328.62","1,334.63","1,295.25","170.42K","1.77%"
"2022년 05월 16일","1,299.07","1,308.85","1,323.92","1,293.55","173.96K","-1.46%"
"2022년 05월 13일","1,318.28","1,298.88","1,338.00","1,298.88","218.27K","2.90%"
"2022년 05월 12일","1,281.12","1,261.44","1,303.85","1,242.71","340.90K","-0.04%"
"2022년 05월 11일","1,281.69","1,310.19","1,361.39","1,278.99","311.94K","-2.98%"
"2022년 05월 10일","1,321.08","1,296.46","1,338.77","1,272.94","394.48K","3.49%"
"2022년 05월 09일","1,276.57","1,323.61","1,330.00","1,272.00","398.24K","-5.76%"
"2022년 05월 06일","1,354.53","1,345.00","1,365.96","1,312.03","298.94K","-1.12%"
"2022년 05월 05일","1,369.86","1,415.57","1,430.30","1,344.49","496.92K","-4.51%"
"2022년 05월 04일","1,434.53","1,450.46","1,456.70","1,381.00","418.36K","-0.90%"
"2022년 05월 03일","1,447.54","1,456.90","1,463.96","1,420.83","223.24K","-0.93%"
"2022년 05월 02일","1,461.16","1,451.17","1,462.62","1,409.77","233.51K","0.38%"
"2022년 04월 29일","1,455.61","1,492.74","1,512.06","1,451.11","262.47K","-3.01%"
"2022년 04월 28일","1,500.82","1,504.01","1,526.70","1,462.75","298.37K","1.71%"
"2022년 04월 27일","1,475.63","1,497.61","1,510.66","1,426.05","538.40K","2.60%"
"2022년 04월 26일","1,438.21","1,497.38","1,497.38","1,425.50","402.56K","-5.13%"
"2022년 04월 25일","1,516.00","1,470.00","1,516.87","1,446.01","270.43K","2.37%"
