"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2022년 05월 20일","5.130","5.080","5.200","4.860","4.57M","2.40%"
"2022년 05월 19일","5.010","4.730","5.120","4.730","2.30M","4.81%"
"2022년 05월 18일","4.780","5.010","5.060","4.760","4.38M","-6.64%"
"2022년 05월 17일","5.120","5.010","5.210","5.010","4.64M","1.39%"
"2022년 05월 16일","5.050","5.280","5.360","5.010","3.59M","-4.36%"
"2022년 05월 13일","5.280","4.970","5.390","4.970","3.21M","8.42%"
"2022년 05월 12일","4.870","4.560","5.080","4.560","4.09M","5.87%"
"2022년 05월 11일","4.600","4.820","5.050","4.560","3.30M","-7.82%"
"2022년 05월 10일","4.990","5.130","5.290","4.705","3.30M","0.81%"
"2022년 05월 09일","4.950","5.170","5.320","4.910","3.80M","-6.25%"
"2022년 05월 06일","5.280","4.740","5.290","4.500","3.17M","10.00%"
"2022년 05월 05일","4.800","5.020","5.070","4.710","2.75M","-6.43%"
"2022년 05월 04일","5.130","5.020","5.210","4.740","3.28M","4.69%"
"2022년 05월 03일","4.900","4.810","5.000","4.790","1.76M","1.87%"
"2022년 05월 02일","4.810","4.650","4.920","4.590","2.95M","4.11%"
"2022년 04월 29일","4.620","4.650","4.770","4.613","2.41M","-1.70%"
"2022년 04월 28일","4.700","4.700","4.870","4.550","3.04M","0.43%"
"2022년 04월 27일","4.680","4.520","4.775","4.520","2.38M","2.41%"
"2022년 04월 26일","4.570","4.750","4.800","4.560","1.41M","-4.59%"
"2022년 04월 25일","4.790","4.520","4.800","4.500","1.87M","8.62%"
"2022년 04월 22일","4.410","4.570","4.580","4.380","1.19M","-3.50%"
